TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,max_epochs,warmup_frac,calibration_frac,transformer_lr,score_lr,use_counts,batch_size,score_decay,dispersion,add_upper,model,threshold,group_threshold,projection_lr
3818568,23789840340,1565370,16461531140,1.0,0.40900836485788544,0.0001604867925006736,0.7092518524544673,0.0003209009727583899,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.4,False,0.0
1647942,210334510,3735996,40041036970,1.0,0.9946823706039587,0.0077739547988623136,0.3060848769060862,0.015162804148332223,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.4,True,0.0
3770352,22693491208,1613586,17557880272,1.0,0.43624108405288076,0.00016611484121258898,0.7002963258492204,0.0003321508940737458,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.42,False,0.0
1600602,148775460,3783336,40102596020,1.0,0.9962103553946181,0.010643994653883142,0.29729205648356277,0.020552157164869026,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.42,True,0.0
3693730,21968183614,1690208,18283187866,1.0,0.454256221250841,0.00016811171581606658,0.6860647355151563,0.0003361410644032584,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.44,False,0.0
1557594,121132974,3826344,40130238506,1.0,0.9968959416450108,0.012695303521620342,0.2893038515673843,0.02432324821928261,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.44,True,0.0
3477092,20274190848,1906846,19977180632,1.0,0.49633055412771915,0.000171473958952698,0.6458269021671498,0.00034285688573043843,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.46,False,0.0
1556468,119625100,3827470,40131746380,1.0,0.9969333700960709,0.012844098534853089,0.28909471097178313,0.024595453361518582,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.46,True,0.0
3425350,19675907912,1958588,20575463568,1.0,0.5111909468192899,0.00017405823431092623,0.6362164646026756,0.00034802125579939757,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.48,False,0.0
1477318,91942276,3906620,40159429204,1.0,0.997619060577417,0.01581379169770316,0.27439357585469965,0.029904153628839907,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.48,True,0.0
2884400,18415781640,2499538,21835589840,1.0,0.5424797406855935,0.0001566020033012119,0.5357416820178835,0.00031311248107166844,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.5,False,0.0
1482624,78957766,3901314,40172413714,1.0,0.9979417347687451,0.01843133778938665,0.2753790998336162,0.03455020352737279,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.5,True,0.0
2681270,17066114696,2702668,23185256784,1.0,0.5760011658473594,0.0001570860654343122,0.4980127928664855,0.0003140730641325683,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.52,False,0.0
1459404,56315760,3924534,40195055720,1.0,0.9985035978837712,0.025260058110782687,0.27106627156553437,0.046213576627482766,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.52,True,0.0
2587264,15984730502,2796674,24266640978,1.0,0.6028610102827239,0.0001618322746735101,0.4805523391985569,0.00032355558777825375,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.54,False,0.0
1460668,46629684,3923270,40204741796,1.0,0.9987442367504512,0.03037341045039554,0.2713010439570441,0.054630664567963415,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.54,True,0.0
2405134,14176224552,2978804,26075146928,1.0,0.6477807709843388,0.00016963092014278593,0.44672394072888655,0.0003391330639911968,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.56,False,0.0
1420726,39701048,3963212,40211670432,1.0,0.9989153557074678,0.034549239047906834,0.26388231068039786,0.06109898930264737,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.56,True,0.0
2141252,12350772392,3242686,27900599088,1.0,0.6931194541208319,0.00017333983396217127,0.3977111177729015,0.0003465286356461844,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.58,False,0.0
1366186,29584456,4017752,40221787024,1.0,0.9991653026268238,0.04414079682095124,0.25375217916699633,0.07520031881474892,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.58,True,0.0
1956240,10595328278,3427698,29656043202,1.0,0.736721057970286,0.00018459823331884993,0.36334742339157694,0.0003690089920510479,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.6,False,0.0
1309352,32373558,4074586,40218997922,1.0,0.9990946080074873,0.03887288835792394,0.24319596548102895,0.06703136121962028,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.6,True,0.0
1838950,9138351208,3544988,31113020272,1.0,0.7729102581398702,0.0002011938447900287,0.34156225424586983,0.00040215080665177743,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.62,False,0.0
1301336,24243248,4082602,40227128232,1.0,0.9992963702686448,0.050943714722463285,0.241707092466518,0.08415119222315247,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.62,True,0.0
1800270,7301478682,3583668,32949892798,1.0,0.8185382236062252,0.0002465016072687456,0.3343779218854303,0.0004926400429449824,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.64,False,0.0
1290278,19056142,4093660,40232315338,1.0,0.9994249461547602,0.06341548046290207,0.23965320551611108,0.10029226954401489,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.64,True,0.0
1687148,5158078188,3696790,35093293292,1.0,0.8717786636204662,0.0003269815369758513,0.3133669072712204,0.0006532814098878646,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.66,False,0.0
1147784,13461302,4236154,40237910178,1.0,0.9995603854355315,0.07856644830484262,0.21318670460172462,0.11481844867489782,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.66,True,0.0
1442520,2852668716,3941418,37398702764,1.0,0.9290402292897474,0.0005054182828633102,0.2679302770574252,0.0010089333341885892,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.68,False,0.0
1133626,11615782,4250312,40239755698,1.0,0.9996058774773263,0.08891597162785911,0.21055703093163405,0.12503219207310112,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.68,True,0.0
1395272,984611240,3988666,39266760240,1.0,0.9754426332739681,0.0014150738184982698,0.2591545444988408,0.0028147779716861305,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.7000000000000001,False,0.0
1115456,7126312,4268482,40244245168,1.0,0.9997169470345615,0.1353418344219347,0.20718217780368198,0.1637281767271362,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.7000000000000001,True,0.0
1267490,258172400,4116448,39993199080,1.0,0.9934846004036698,0.004885486191040244,0.23542061591348193,0.009572325946440136,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.72,False,0.0
1104588,6574918,4279350,40244796562,1.0,0.9997303739984185,0.14383581443910584,0.2051635810070621,0.16911130020536697,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.72,True,0.0
1192576,76175042,4191362,40175196438,1.0,0.9980036542149131,0.01541440761430706,0.2215062654881984,0.02882304714608629,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.74,False,0.0
1088764,3405770,4295174,40247965710,1.0,0.9998087043051523,0.24224179859358055,0.2022244684095545,0.2204316619007474,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.74,True,0.0
1166010,29547638,4217928,40221823842,1.0,0.999161244724037,0.037963904515673295,0.2165719590381613,0.06460321197101658,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.76,False,0.0
1040952,2337104,4342986,40249034376,1.0,0.9998340628813565,0.3081511970198244,0.19334397981551793,0.23760618872827347,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.76,True,0.0
1026330,8453372,4357608,40242918108,1.0,0.9996817681935124,0.10826606152809445,0.19062812387512634,0.13809941575549464,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.78,False,0.0
989684,2278208,4394254,40249093272,1.0,0.9998342523650822,0.3028508898090879,0.18382158189785988,0.22878026960770145,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.78,True,0.0
1022624,3287958,4361314,40248083522,1.0,0.9998099878661215,0.23723571434205404,0.18993978013862714,0.2109694961689697,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.8,False,0.0
986736,1218210,4397202,40250153270,1.0,0.9998605100698829,0.4475102791632992,0.18327402730120593,0.2600477224319149,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.8,True,0.0
986652,2038460,4397286,40249333020,1.0,0.9998401325210347,0.326153874633402,0.183258425338479,0.23466431998858372,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.8200000000000001,False,0.0
968998,988458,4414940,40250383022,1.0,0.999865776614536,0.49502926247128926,0.17997941283870653,0.2639820175841264,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.8200000000000001,True,0.0
942466,989934,4441472,40250381546,1.0,0.9998650808803738,0.4877178637963155,0.17505142146882077,0.257633258605603,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.84,False,0.0
853002,52174,4530936,40251319306,1.0,0.9998861530207188,0.9423603807436344,0.15843458821405448,0.27126301097420086,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.84,True,0.0
792702,983962,4591236,40250387518,1.0,0.9998615090078147,0.44617440326364466,0.14723460782795048,0.22140652420006024,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.86,False,0.0
680190,49550,4703748,40251321930,1.0,0.9998819254569663,0.9320991037903911,0.1263368931811622,0.22251417231983758,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.86,True,0.0
446456,30230,4937482,40251341250,1.0,0.99987659929499,0.9365829917387966,0.08292368894292616,0.1523578376637027,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.88,False,0.0
331876,29748,5052062,40251341732,1.0,0.9998737650377624,0.9177377607680907,0.06164186883281345,0.11552429509941761,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.88,True,0.0
307314,3886,5076624,40251367594,1.0,0.9998737973304791,0.987512853470437,0.05707978063640406,0.10792152885496367,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.9,False,0.0
283826,3430,5100112,40251368050,1.0,0.9998732252029006,0.9880594313086585,0.05271717467771731,0.10009391320416829,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.9,True,0.0
232150,2,5151788,40251371478,1.0,0.9998720266959792,0.9999913849546849,0.04311899579824285,0.08267317653385185,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.92,False,0.0
231688,2,5152250,40251371478,1.0,0.9998720152196444,0.9999913677759075,0.04303318500324484,0.08251543727611586,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.92,True,0.0
180398,0,5203540,40251371480,1.0,0.999870741197447,1.0,0.03350670085725356,0.06484080041176522,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.9400000000000001,False,0.0
180398,0,5203540,40251371480,1.0,0.999870741197447,1.0,0.03350670085725356,0.06484080041176522,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.9400000000000001,True,0.0
90560,0,5293378,40251371480,1.0,0.9998685095719951,1.0,0.016820401720822192,0.033084312022764455,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.96,False,0.0
90560,0,5293378,40251371480,1.0,0.9998685095719951,1.0,0.016820401720822192,0.033084312022764455,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.96,True,0.0
67032,0,5316906,40251371480,1.0,0.9998679251235031,1.0,0.012450366256075015,0.024594521708980237,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.98,False,0.0
67032,0,5316906,40251371480,1.0,0.9998679251235031,1.0,0.012450366256075015,0.024594521708980237,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,0.98,True,0.0
0,0,5383938,40251371480,1.0,0.0,0.0,0.0,0.0,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,1.0,False,0.0
0,0,5383938,40251371480,1.0,0.0,0.0,0.0,0.0,1,0.1,0,0.0,1,True,8,0,0,True,roberta-base,1.0,True,0.0
