TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,max_epochs,warmup_frac,calibration_frac,transformer_lr,score_lr,use_counts,batch_size,fold,threshold,d,half,model_size
1273551760,1141254490096,137000904,18151038676,1.0,0.016733564211111378,0.0011146787766636837,0.902874307711775,0.002226608606617361,1,0.1,0,1e-05,10,True,8,0,0.06,128.0,False,large
1273551760,1131307057392,137000904,28098471380,1.0,0.02530290853971029,0.0011244689779331023,0.902874307711775,0.0022461405395091515,1,0.1,0,1e-05,10,True,8,0,0.08,128.0,False,large
1273512396,1107864474084,137040268,51541054688,1.0,0.04549779067383799,0.0011482001441873472,0.9028464009196328,0.00229348353739065,1,0.1,0,1e-05,10,True,8,0,0.1,128.0,False,large
1269732274,1036525823788,140820390,122879704984,1.0,0.10695013554982767,0.001223489796793988,0.9001665137403193,0.002443658218207763,1,0.1,0,1e-05,10,True,8,0,0.12,128.0,False,large
1268375606,907450626052,142177058,251954902720,1.0,0.21814246233800227,0.001395784179362146,0.899204714840764,0.0027872418821623147,1,0.1,0,1e-05,10,True,8,0,0.14,128.0,False,large
1268081236,749798348016,142471428,409607180756,1.0,0.3539537990236337,0.0016883742723834748,0.8989960235898006,0.0033704186745251367,1,0.1,0,1e-05,10,True,8,0,0.16,128.0,False,large
1267854038,580525972066,142698626,578879556706,1.0,0.49977547694404995,0.002179215352782657,0.8988349533895886,0.004347889296298837,1,0.1,0,1e-05,10,True,8,0,0.18,128.0,False,large
1263769344,356220133884,146783320,803185394888,1.0,0.6930031183207314,0.0035351783187674867,0.8959391423332209,0.007042568216101385,1,0.1,0,1e-05,10,True,8,0,0.2,128.0,False,large
1261769474,193814399394,148783190,965591129378,1.0,0.8329079122128841,0.006468086190752431,0.8945213505335665,0.01284330527948177,1,0.1,0,1e-05,10,True,8,0,0.22,128.0,False,large
1236221428,61831570076,174331236,1097573958696,1.0,0.9465842157912777,0.019601470077188196,0.8764092681902163,0.038345321796074444,1,0.1,0,1e-05,10,True,8,0,0.24,128.0,False,large
1236050664,5022117836,174502000,1154383410936,1.0,0.9955233047516265,0.19750996861142361,0.8762882064217632,0.32236161351191356,1,0.1,0,1e-05,10,True,8,0,0.26,128.0,False,large
1230904392,729544804,179648272,1158675983968,1.0,0.9992167638865966,0.6278685489588173,0.8726397981550301,0.7302899512490924,1,0.1,0,1e-05,10,True,8,0,0.28,128.0,False,large
1230465300,323508028,180087364,1159082020744,1.0,0.9995661712479232,0.7918188026969791,0.8723285074026843,0.8301261674348646,1,0.1,0,1e-05,10,True,8,0,0.3,128.0,False,large
1229935610,222241896,180617054,1159183286876,1.0,0.999652951956436,0.846959552064567,0.8719529879247387,0.8592745644623573,1,0.1,0,1e-05,10,True,8,0,0.32,128.0,False,large
1226186124,86287316,184366540,1159319241456,1.0,0.9997668417414883,0.934255952638554,0.8692948198919569,0.900605486079468,1,0.1,0,1e-05,10,True,8,0,0.34,128.0,False,large
1225160170,61845584,185392494,1159343683188,1.0,0.9997870135657544,0.9519461480200966,0.8685674780307245,0.9083474610409716,1,0.1,0,1e-05,10,True,8,0,0.36,128.0,False,large
1224222712,42799804,186329952,1159362728968,1.0,0.9998026132135277,0.9662201709444601,0.8679028746990477,0.9144263967968211,1,0.1,0,1e-05,10,True,8,0,0.38,128.0,False,large
1224057206,34598606,186495458,1159370930166,1.0,0.9998095356641454,0.9725114636820189,0.8677855405475311,0.9171686790342711,1,0.1,0,1e-05,10,True,8,0,0.4,128.0,False,large
1222864016,22539290,187688648,1159382989482,1.0,0.9998188964286746,0.981902015281787,0.8669396380651548,0.9208466027394272,1,0.1,0,1e-05,10,True,8,0,0.42,128.0,False,large
1222539852,20322990,188012812,1159385205782,1.0,0.9998205264336602,0.9836482439467765,0.8667098245968078,0.9214839132699332,1,0.1,0,1e-05,10,True,8,0,0.44,128.0,False,large
1221693472,16469008,188859192,1159389059764,1.0,0.9998231173712325,0.9866988313197796,0.8661097902828816,0.922480074739211,1,0.1,0,1e-05,10,True,8,0,0.46,128.0,False,large
1194842718,7753758,215709946,1159397775014,1.0,0.9998074943071743,0.9935524856801593,0.8470741635492739,0.9144849023045045,1,0.1,0,1e-05,10,True,8,0,0.48,128.0,False,large
1192770644,5967752,217782020,1159399561020,1.0,0.9998072478702025,0.995021639400295,0.8456051833028192,0.9142488258860627,1,0.1,0,1e-05,10,True,8,0,0.5,128.0,False,large
1192030998,5024350,218521666,1159400504422,1.0,0.9998074233984393,0.995802742113475,0.8450808172022991,0.9142716179075769,1,0.1,0,1e-05,10,True,8,0,0.52,128.0,False,large
1180933780,4795498,229618884,1159400733274,1.0,0.9997980607042332,0.9959556552334706,0.8372135334891686,0.9097115077496465,1,0.1,0,1e-05,10,True,8,0,0.54,128.0,False,large
1179408444,4415398,231144220,1159401113374,1.0,0.9997970741258955,0.9962702237922997,0.8361321587635525,0.909203765353555,1,0.1,0,1e-05,10,True,8,0,0.56,128.0,False,large
1177894060,3102304,232658604,1159402426468,1.0,0.9997969007220262,0.9973731468660135,0.835058548370513,0.9090270315349017,1,0.1,0,1e-05,10,True,8,0,0.58,128.0,False,large
1120143756,2690368,290408908,1159402838404,1.0,0.999747505844649,0.9976039488447183,0.7941169334461659,0.8843053585862468,1,0.1,0,1e-05,10,True,8,0,0.6,128.0,False,large
