,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,training_set,seed,threshold
409,560,6412,82,1147496,1.0,0.9943752977350483,0.08032128514056225,0.8722741433021807,0.14709745206199107,canlobby_client_names,9,0.02
410,538,1470,104,1152438,1.0,0.9986366982807154,0.2679282868525896,0.838006230529595,0.4060377358490566,canlobby_client_names,9,0.04
411,536,522,106,1153386,1.0,0.9994560651336019,0.5066162570888468,0.8348909657320872,0.6305882352941176,canlobby_client_names,9,0.06
412,520,352,122,1153556,1.0,0.9995894504352345,0.5963302752293578,0.8099688473520249,0.6869220607661823,canlobby_client_names,9,0.08
413,514,220,128,1153688,1.0,0.999698583863843,0.7002724795640327,0.8006230529595015,0.747093023255814,canlobby_client_names,9,0.1
414,510,198,132,1153710,1.0,0.9997141743536443,0.7203389830508474,0.794392523364486,0.7555555555555554,canlobby_client_names,9,0.12
415,492,186,150,1153722,1.0,0.9997089775237106,0.7256637168141593,0.7663551401869159,0.7454545454545454,canlobby_client_names,9,0.14
416,490,68,152,1153840,1.0,0.9998094495690962,0.8781362007168458,0.7632398753894081,0.8166666666666667,canlobby_client_names,9,0.16
417,488,54,154,1153854,1.0,0.9998198432289637,0.9003690036900369,0.7601246105919003,0.8243243243243243,canlobby_client_names,9,0.18
418,484,48,158,1153860,1.0,0.9998215755056082,0.9097744360902256,0.7538940809968847,0.8245315161839863,canlobby_client_names,9,0.2
419,460,48,182,1153860,1.0,0.9998007881858733,0.905511811023622,0.7165109034267912,0.7999999999999999,canlobby_client_names,9,0.22
420,442,38,200,1153870,1.0,0.999793859079295,0.9208333333333333,0.6884735202492211,0.7878787878787877,canlobby_client_names,9,0.24
421,442,36,200,1153872,1.0,0.9997955913559395,0.9246861924686193,0.6884735202492211,0.7892857142857143,canlobby_client_names,9,0.26
422,402,24,240,1153884,1.0,0.9997713394829154,0.9436619718309859,0.6261682242990654,0.7528089887640449,canlobby_client_names,9,0.28
423,402,24,240,1153884,1.0,0.9997713394829154,0.9436619718309859,0.6261682242990654,0.7528089887640449,canlobby_client_names,9,0.3
424,392,20,250,1153888,1.0,0.9997661426529817,0.9514563106796117,0.6105919003115264,0.7438330170777988,canlobby_client_names,9,0.32
425,370,18,272,1153890,1.0,0.9997488198865359,0.9536082474226805,0.5763239875389408,0.7184466019417475,canlobby_client_names,9,0.34
426,360,18,282,1153890,1.0,0.999740158503313,0.9523809523809523,0.5607476635514018,0.7058823529411765,canlobby_client_names,9,0.36
427,342,18,300,1153890,1.0,0.9997245680135117,0.95,0.5327102803738317,0.6826347305389221,canlobby_client_names,9,0.38
428,336,12,306,1153896,1.0,0.9997245680135117,0.9655172413793104,0.5233644859813084,0.6787878787878787,canlobby_client_names,9,0.4
429,324,10,318,1153898,1.0,0.9997159066302889,0.9700598802395209,0.5046728971962616,0.6639344262295082,canlobby_client_names,9,0.42
430,320,10,322,1153898,1.0,0.9997124420769997,0.9696969696969697,0.4984423676012461,0.6584362139917695,canlobby_client_names,9,0.44
431,316,10,326,1153898,1.0,0.9997089775237106,0.9693251533742331,0.49221183800623053,0.652892561983471,canlobby_client_names,9,0.46
432,304,10,338,1153898,1.0,0.999698583863843,0.9681528662420382,0.4735202492211838,0.6359832635983264,canlobby_client_names,9,0.48
433,302,8,340,1153900,1.0,0.999698583863843,0.9741935483870968,0.470404984423676,0.634453781512605,canlobby_client_names,9,0.5
434,296,6,346,1153902,1.0,0.9996951193105539,0.9801324503311258,0.46105919003115264,0.6271186440677966,canlobby_client_names,9,0.52
435,282,6,360,1153902,1.0,0.9996829933740419,0.9791666666666666,0.4392523364485981,0.6064516129032258,canlobby_client_names,9,0.54
436,276,2,366,1153906,1.0,0.9996812610973973,0.9928057553956835,0.42990654205607476,0.6,canlobby_client_names,9,0.56
437,276,2,366,1153906,1.0,0.9996812610973973,0.9928057553956835,0.42990654205607476,0.6,canlobby_client_names,9,0.58
438,274,2,368,1153906,1.0,0.9996795288207527,0.9927536231884058,0.42679127725856697,0.5969498910675382,canlobby_client_names,9,0.6
439,270,2,372,1153906,1.0,0.9996760642674635,0.9926470588235294,0.4205607476635514,0.5908096280087527,canlobby_client_names,9,0.62
440,254,2,388,1153906,1.0,0.9996622060543069,0.9921875,0.3956386292834891,0.5657015590200446,canlobby_client_names,9,0.64
441,246,2,396,1153906,1.0,0.9996552769477286,0.9919354838709677,0.38317757009345793,0.5528089887640449,canlobby_client_names,9,0.66
442,246,2,396,1153906,1.0,0.9996552769477286,0.9919354838709677,0.38317757009345793,0.5528089887640449,canlobby_client_names,9,0.68
443,236,2,406,1153906,1.0,0.9996466155645056,0.9915966386554622,0.367601246105919,0.5363636363636363,canlobby_client_names,9,0.7000000000000001
444,234,2,408,1153906,1.0,0.999644883287861,0.9915254237288136,0.3644859813084112,0.5330296127562643,canlobby_client_names,9,0.72
445,230,2,412,1153906,1.0,0.9996414187345719,0.9913793103448276,0.3582554517133956,0.5263157894736842,canlobby_client_names,9,0.74
446,220,2,422,1153906,1.0,0.999632757351349,0.990990990990991,0.3426791277258567,0.5092592592592593,canlobby_client_names,9,0.76
447,206,2,436,1153906,1.0,0.9996206314148369,0.9903846153846154,0.32087227414330216,0.4847058823529412,canlobby_client_names,9,0.78
448,190,0,452,1153908,1.0,0.9996085054783249,1.0,0.29595015576323985,0.4567307692307692,canlobby_client_names,9,0.8
449,188,0,454,1153908,1.0,0.9996067732016803,1.0,0.29283489096573206,0.453012048192771,canlobby_client_names,9,0.8200000000000001
450,168,0,474,1153908,1.0,0.9995894504352345,1.0,0.2616822429906542,0.41481481481481475,canlobby_client_names,9,0.84
451,152,0,490,1153908,1.0,0.9995755922220778,1.0,0.2367601246105919,0.38287153652392947,canlobby_client_names,9,0.86
452,122,0,520,1153908,1.0,0.9995496080724091,1.0,0.19003115264797507,0.3193717277486911,canlobby_client_names,9,0.88
453,106,0,536,1153908,1.0,0.9995357498592525,1.0,0.16510903426791276,0.28342245989304815,canlobby_client_names,9,0.9
454,90,0,552,1153908,1.0,0.9995218916460958,1.0,0.14018691588785046,0.2459016393442623,canlobby_client_names,9,0.92
455,62,0,580,1153908,1.0,0.9994976397730717,1.0,0.09657320872274143,0.17613636363636365,canlobby_client_names,9,0.9400000000000001
456,42,0,600,1153908,1.0,0.999480317006626,1.0,0.06542056074766354,0.12280701754385964,canlobby_client_names,9,0.96
457,14,0,628,1153908,1.0,0.9994560651336019,1.0,0.021806853582554516,0.042682926829268296,canlobby_client_names,9,0.98
458,6,0,636,1153908,1.0,0.9994491360270236,1.0,0.009345794392523364,0.018518518518518517,canlobby_client_names,9,1.0
459,666,1173306,0,0,1.0,0.0005673048420234895,0.0005673048420234895,1.0,0.001133966379429237,canlobby_client_names,10,0.0
460,576,11334,90,1161972,1.0,0.9902689331602458,0.04836272040302267,0.8648648648648649,0.09160305343511449,canlobby_client_names,10,0.02
461,556,1912,110,1171394,1.0,0.998277642056199,0.2252836304700162,0.8348348348348348,0.3548181238034461,canlobby_client_names,10,0.04
462,550,636,116,1172670,1.0,0.9993594395777753,0.463743676222597,0.8258258258258259,0.593952483801296,canlobby_client_names,10,0.06
463,536,296,130,1173010,1.0,0.9996371293352823,0.6442307692307693,0.8048048048048048,0.7156208277703604,canlobby_client_names,10,0.08
464,534,246,132,1173060,1.0,0.9996780161707435,0.6846153846153846,0.8018018018018018,0.7385892116182573,canlobby_client_names,10,0.1
465,530,176,136,1173130,1.0,0.9997342355695025,0.7507082152974505,0.7957957957957958,0.7725947521865889,canlobby_client_names,10,0.12
466,520,156,146,1173150,1.0,0.9997427536602236,0.7692307692307693,0.7807807807807807,0.7749627421758569,canlobby_client_names,10,0.14
467,512,112,154,1173194,1.0,0.9997734187868195,0.8205128205128205,0.7687687687687688,0.7937984496124031,canlobby_client_names,10,0.16
468,486,104,180,1173202,1.0,0.9997580862235215,0.823728813559322,0.7297297297297297,0.7738853503184713,canlobby_client_names,10,0.18
469,476,50,190,1173256,1.0,0.9997955658226942,0.9049429657794676,0.7147147147147147,0.7986577181208052,canlobby_client_names,10,0.2
470,468,48,198,1173258,1.0,0.9997904549682616,0.9069767441860465,0.7027027027027027,0.7918781725888325,canlobby_client_names,10,0.22
471,424,46,242,1173260,1.0,0.9997546789872331,0.902127659574468,0.6366366366366366,0.7464788732394366,canlobby_client_names,10,0.24
472,424,34,242,1173272,1.0,0.9997649006960984,0.925764192139738,0.6366366366366366,0.7544483985765124,canlobby_client_names,10,0.26
473,424,34,242,1173272,1.0,0.9997649006960984,0.925764192139738,0.6366366366366366,0.7544483985765124,canlobby_client_names,10,0.28
474,412,32,254,1173274,1.0,0.9997563826053772,0.9279279279279279,0.6186186186186187,0.7423423423423424,canlobby_client_names,10,0.3
475,406,30,260,1173276,1.0,0.9997529753690889,0.9311926605504587,0.6096096096096096,0.736842105263158,canlobby_client_names,10,0.32
476,382,20,284,1173286,1.0,0.9997410500420794,0.9502487562189055,0.5735735735735735,0.7153558052434457,canlobby_client_names,10,0.34
477,378,20,288,1173286,1.0,0.9997376428057909,0.949748743718593,0.5675675675675675,0.7105263157894737,canlobby_client_names,10,0.36
478,372,18,294,1173288,1.0,0.9997342355695025,0.9538461538461539,0.5585585585585585,0.7045454545454545,canlobby_client_names,10,0.38
479,372,16,294,1173290,1.0,0.9997359391876467,0.9587628865979382,0.5585585585585585,0.7058823529411765,canlobby_client_names,10,0.4
480,368,8,298,1173298,1.0,0.9997393464239351,0.9787234042553191,0.5525525525525525,0.7063339731285989,canlobby_client_names,10,0.42
481,352,4,314,1173302,1.0,0.9997291247150699,0.9887640449438202,0.5285285285285285,0.6888454011741683,canlobby_client_names,10,0.44
482,344,2,322,1173304,1.0,0.9997240138606373,0.9942196531791907,0.5165165165165165,0.6798418972332015,canlobby_client_names,10,0.46
483,336,0,330,1173306,1.0,0.9997189030062046,1.0,0.5045045045045045,0.6706586826347305,canlobby_client_names,10,0.48
484,330,0,336,1173306,1.0,0.9997137921517719,1.0,0.4954954954954955,0.6626506024096385,canlobby_client_names,10,0.5
485,302,0,364,1173306,1.0,0.9996899414977529,1.0,0.45345345345345345,0.6239669421487603,canlobby_client_names,10,0.52
486,298,0,368,1173306,1.0,0.9996865342614645,1.0,0.44744744744744747,0.6182572614107884,canlobby_client_names,10,0.54
487,296,0,370,1173306,1.0,0.9996848306433203,1.0,0.4444444444444444,0.6153846153846153,canlobby_client_names,10,0.56
488,292,0,374,1173306,1.0,0.9996814234070318,1.0,0.43843843843843844,0.6096033402922755,canlobby_client_names,10,0.58
489,284,0,382,1173306,1.0,0.999674608934455,1.0,0.4264264264264264,0.5978947368421053,canlobby_client_names,10,0.6
490,282,0,384,1173306,1.0,0.9996729053163108,1.0,0.42342342342342343,0.5949367088607594,canlobby_client_names,10,0.62
491,266,0,400,1173306,1.0,0.999659276371157,1.0,0.3993993993993994,0.5708154506437768,canlobby_client_names,10,0.64
492,264,0,402,1173306,1.0,0.9996575727530128,1.0,0.3963963963963964,0.567741935483871,canlobby_client_names,10,0.66
493,264,0,402,1173306,1.0,0.9996575727530128,1.0,0.3963963963963964,0.567741935483871,canlobby_client_names,10,0.68
494,260,0,406,1173306,1.0,0.9996541655167244,1.0,0.39039039039039036,0.5615550755939525,canlobby_client_names,10,0.7000000000000001
495,258,0,408,1173306,1.0,0.9996524618985803,1.0,0.38738738738738737,0.5584415584415584,canlobby_client_names,10,0.72
496,248,0,418,1173306,1.0,0.9996439438078591,1.0,0.37237237237237236,0.5426695842450766,canlobby_client_names,10,0.74
497,248,0,418,1173306,1.0,0.9996439438078591,1.0,0.37237237237237236,0.5426695842450766,canlobby_client_names,10,0.76
498,240,0,426,1173306,1.0,0.9996371293352823,1.0,0.36036036036036034,0.5298013245033113,canlobby_client_names,10,0.78
499,218,0,448,1173306,1.0,0.9996183895356959,1.0,0.32732732732732733,0.4932126696832579,canlobby_client_names,10,0.8
500,206,0,460,1173306,1.0,0.9996081678268306,1.0,0.30930930930930933,0.47247706422018354,canlobby_client_names,10,0.8200000000000001
501,188,0,478,1173306,1.0,0.9995928352635327,1.0,0.2822822822822823,0.44028103044496486,canlobby_client_names,10,0.84
502,172,0,494,1173306,1.0,0.9995792063183789,1.0,0.25825825825825827,0.41050119331742246,canlobby_client_names,10,0.86
503,158,0,508,1173306,1.0,0.9995672809913695,1.0,0.23723723723723725,0.38349514563106796,canlobby_client_names,10,0.88
504,130,0,536,1173306,1.0,0.9995434303373505,1.0,0.19519519519519518,0.3266331658291457,canlobby_client_names,10,0.9
505,112,0,554,1173306,1.0,0.9995280977740525,1.0,0.16816816816816818,0.2879177377892031,canlobby_client_names,10,0.92
506,86,0,580,1173306,1.0,0.9995059507381777,1.0,0.12912912912912913,0.22872340425531915,canlobby_client_names,10,0.9400000000000001
507,56,0,610,1173306,1.0,0.9994803964660145,1.0,0.08408408408408409,0.15512465373961218,canlobby_client_names,10,0.96
508,18,0,648,1173306,1.0,0.9994480277212744,1.0,0.02702702702702703,0.052631578947368425,canlobby_client_names,10,0.98
509,8,0,658,1173306,1.0,0.9994395096305534,1.0,0.012012012012012012,0.02373887240356083,canlobby_client_names,10,1.0
510,736,1166744,0,0,1.0,0.0006304176516942475,0.0006304176516942475,1.0,0.0012600409513309184,canlobby_client_names,1,0.0
511,660,33674,76,1133070,1.0,0.9710915818686402,0.01922292771014155,0.8967391304347826,0.037639007698887936,canlobby_client_names,1,0.02
512,586,1438,150,1165306,1.0,0.9986398053928118,0.28952569169960474,0.7961956521739131,0.4246376811594203,canlobby_client_names,1,0.04
513,580,482,156,1166262,1.0,0.999453523829102,0.5461393596986818,0.7880434782608695,0.6451612903225806,canlobby_client_names,1,0.06
514,570,284,166,1166460,1.0,0.9996145544249152,0.667447306791569,0.7744565217391305,0.7169811320754716,canlobby_client_names,1,0.08
515,560,212,176,1166532,1.0,0.9996676602597047,0.7253886010362695,0.7608695652173914,0.7427055702917772,canlobby_client_names,1,0.1
516,538,172,198,1166572,1.0,0.9996830780827081,0.7577464788732394,0.7309782608695652,0.7441217150760718,canlobby_client_names,1,0.12
517,538,150,198,1166594,1.0,0.9997019220886011,0.7819767441860465,0.7309782608695652,0.7556179775280899,canlobby_client_names,1,0.14
518,518,138,218,1166606,1.0,0.9996950697228218,0.7896341463414634,0.7038043478260869,0.7442528735632183,canlobby_client_names,1,0.16
519,506,76,230,1166668,1.0,0.9997378970089423,0.8694158075601375,0.6875,0.7678300455235204,canlobby_client_names,1,0.18
520,470,68,266,1166676,1.0,0.9997139137287149,0.8736059479553904,0.6385869565217391,0.7378335949764522,canlobby_client_names,1,0.2
521,466,60,270,1166684,1.0,0.9997173399116045,0.8859315589353612,0.6331521739130435,0.7385103011093501,canlobby_client_names,1,0.22
522,450,44,286,1166700,1.0,0.9997173399116045,0.9109311740890689,0.6114130434782609,0.7317073170731707,canlobby_client_names,1,0.24
523,434,36,302,1166708,1.0,0.9997104875458251,0.9234042553191489,0.5896739130434783,0.7197346600331676,canlobby_client_names,1,0.26
524,426,28,310,1166716,1.0,0.9997104875458251,0.9383259911894273,0.5788043478260869,0.7159663865546219,canlobby_client_names,1,0.28
525,420,26,316,1166718,1.0,0.9997070613629355,0.9417040358744395,0.5706521739130435,0.7106598984771574,canlobby_client_names,1,0.3
526,418,26,318,1166718,1.0,0.9997053482714907,0.9414414414414415,0.5679347826086957,0.7084745762711865,canlobby_client_names,1,0.32
527,386,24,350,1166720,1.0,0.9996796518998184,0.9414634146341463,0.5244565217391305,0.6736474694589879,canlobby_client_names,1,0.34
528,380,16,356,1166728,1.0,0.9996813649912633,0.9595959595959596,0.5163043478260869,0.6713780918727915,canlobby_client_names,1,0.36
529,368,14,368,1166730,1.0,0.9996727995340391,0.9633507853403142,0.5,0.6583184257602862,canlobby_client_names,1,0.38
530,368,14,368,1166730,1.0,0.9996727995340391,0.9633507853403142,0.5,0.6583184257602862,canlobby_client_names,1,0.4
531,358,10,378,1166734,1.0,0.9996676602597047,0.9728260869565217,0.48641304347826086,0.6485507246376812,canlobby_client_names,1,0.42
532,348,10,388,1166734,1.0,0.9996590948024806,0.9720670391061452,0.47282608695652173,0.6361974405850092,canlobby_client_names,1,0.44
533,348,8,388,1166736,1.0,0.9996608078939254,0.9775280898876404,0.47282608695652173,0.6373626373626373,canlobby_client_names,1,0.46
534,332,8,404,1166736,1.0,0.9996471031623668,0.9764705882352941,0.45108695652173914,0.6171003717472119,canlobby_client_names,1,0.48
535,328,8,408,1166736,1.0,0.9996436769794772,0.9761904761904762,0.44565217391304346,0.6119402985074626,canlobby_client_names,1,0.5
536,320,8,416,1166736,1.0,0.9996368246136978,0.975609756097561,0.43478260869565216,0.6015037593984962,canlobby_client_names,1,0.52
537,314,8,422,1166736,1.0,0.9996316853393634,0.9751552795031055,0.4266304347826087,0.5935727788279773,canlobby_client_names,1,0.54
538,298,8,438,1166736,1.0,0.9996179806078048,0.9738562091503268,0.4048913043478261,0.5719769673704416,canlobby_client_names,1,0.56
539,296,8,440,1166736,1.0,0.99961626751636,0.9736842105263158,0.40217391304347827,0.5692307692307693,canlobby_client_names,1,0.58
540,292,6,444,1166738,1.0,0.9996145544249152,0.9798657718120806,0.3967391304347826,0.5647969052224371,canlobby_client_names,1,0.6
541,286,4,450,1166740,1.0,0.9996111282420256,0.9862068965517241,0.38858695652173914,0.557504873294347,canlobby_client_names,1,0.62
542,282,4,454,1166740,1.0,0.999607702059136,0.986013986013986,0.38315217391304346,0.5518590998043053,canlobby_client_names,1,0.64
543,282,4,454,1166740,1.0,0.999607702059136,0.986013986013986,0.38315217391304346,0.5518590998043053,canlobby_client_names,1,0.66
544,278,2,458,1166742,1.0,0.9996059889676912,0.9928571428571429,0.37771739130434784,0.547244094488189,canlobby_client_names,1,0.68
545,272,2,464,1166742,1.0,0.9996008496933566,0.9927007299270073,0.3695652173913043,0.5386138613861385,canlobby_client_names,1,0.7000000000000001
546,262,2,474,1166742,1.0,0.9995922842361326,0.9924242424242424,0.35597826086956524,0.5240000000000001,canlobby_client_names,1,0.72
547,252,2,484,1166742,1.0,0.9995837187789084,0.9921259842519685,0.3423913043478261,0.5090909090909091,canlobby_client_names,1,0.74
548,244,2,492,1166742,1.0,0.9995768664131292,0.991869918699187,0.33152173913043476,0.49694501018329934,canlobby_client_names,1,0.76
549,226,2,510,1166742,1.0,0.9995614485901257,0.9912280701754386,0.3070652173913043,0.4688796680497925,canlobby_client_names,1,0.78
550,202,2,534,1166742,1.0,0.9995408914927879,0.9901960784313726,0.27445652173913043,0.42978723404255326,canlobby_client_names,1,0.8
551,190,2,546,1166742,1.0,0.9995306129441189,0.9895833333333334,0.25815217391304346,0.40948275862068956,canlobby_client_names,1,0.8200000000000001
552,180,2,556,1166742,1.0,0.9995220474868949,0.989010989010989,0.24456521739130435,0.39215686274509803,canlobby_client_names,1,0.84
553,160,0,576,1166744,1.0,0.9995066296638915,1.0,0.21739130434782608,0.3571428571428571,canlobby_client_names,1,0.86
554,138,0,598,1166744,1.0,0.9994877856579985,1.0,0.1875,0.3157894736842105,canlobby_client_names,1,0.88
555,128,0,608,1166744,1.0,0.9994792202007743,1.0,0.17391304347826086,0.29629629629629634,canlobby_client_names,1,0.9
556,114,0,622,1166744,1.0,0.9994672285606606,1.0,0.15489130434782608,0.268235294117647,canlobby_client_names,1,0.92
557,86,0,650,1166744,1.0,0.999443245280433,1.0,0.11684782608695653,0.20924574209245742,canlobby_client_names,1,0.9400000000000001
558,60,0,676,1166744,1.0,0.9994209750916504,1.0,0.08152173913043478,0.1507537688442211,canlobby_client_names,1,0.96
559,14,0,722,1166744,1.0,0.9993815739884195,1.0,0.019021739130434784,0.037333333333333336,canlobby_client_names,1,0.98
560,6,0,730,1166744,1.0,0.9993747216226402,1.0,0.008152173913043478,0.016172506738544475,canlobby_client_names,1,1.0
561,714,1208186,0,0,1.0,0.0005906195715112912,0.0005906195715112912,1.0,0.0011805418918762512,canlobby_client_names,2,0.0
562,618,73030,96,1135156,1.0,0.9395102986185788,0.00839126656528351,0.865546218487395,0.016621392646781957,canlobby_client_names,2,0.02
563,528,4200,186,1203986,1.0,0.9963719083464306,0.1116751269035533,0.7394957983193278,0.1940463065049614,canlobby_client_names,2,0.04
564,522,1162,192,1207024,1.0,0.9988799735296551,0.30997624703087884,0.7310924369747899,0.4353628023352794,canlobby_client_names,2,0.06
565,516,748,198,1207438,1.0,0.9992174704276615,0.40822784810126583,0.7226890756302521,0.5217391304347826,canlobby_client_names,2,0.08
566,510,504,204,1207682,1.0,0.9994143436181653,0.5029585798816568,0.7142857142857143,0.5902777777777778,canlobby_client_names,2,0.1
567,500,396,214,1207790,1.0,0.9994954090495491,0.5580357142857143,0.7002801120448179,0.6211180124223603,canlobby_client_names,2,0.12
568,482,352,232,1207834,1.0,0.9995169162048143,0.5779376498800959,0.6750700280112045,0.6227390180878554,canlobby_client_names,2,0.14
569,482,274,232,1207912,1.0,0.9995814376706097,0.6375661375661376,0.6750700280112045,0.6557823129251702,canlobby_client_names,2,0.16
570,474,230,240,1207956,1.0,0.999611216808669,0.6732954545454546,0.6638655462184874,0.6685472496473908,canlobby_client_names,2,0.18
571,470,172,244,1208014,1.0,0.9996558855157581,0.7320872274143302,0.6582633053221288,0.6932153392330382,canlobby_client_names,2,0.2
572,454,136,260,1208050,1.0,0.9996724294813467,0.7694915254237288,0.6358543417366946,0.696319018404908,canlobby_client_names,2,0.22
573,454,84,260,1208102,1.0,0.9997154437918769,0.8438661710037175,0.6358543417366946,0.7252396166134185,canlobby_client_names,2,0.24
574,430,56,284,1208130,1.0,0.9997187525849947,0.8847736625514403,0.6022408963585434,0.7166666666666667,canlobby_client_names,2,0.26
575,402,54,312,1208132,1.0,0.9996972454297295,0.881578947368421,0.5630252100840336,0.6871794871794872,canlobby_client_names,2,0.28
576,400,40,314,1208146,1.0,0.9997071718090826,0.9090909090909091,0.5602240896358543,0.6932409012131715,canlobby_client_names,2,0.3
577,390,22,324,1208164,1.0,0.9997137893953181,0.9466019417475728,0.5462184873949579,0.6927175843694493,canlobby_client_names,2,0.32
578,386,22,328,1208164,1.0,0.9997104806022004,0.946078431372549,0.5406162464985994,0.6880570409982174,canlobby_client_names,2,0.34
579,372,16,342,1208170,1.0,0.9997038630159649,0.9587628865979382,0.5210084033613446,0.6751361161524502,canlobby_client_names,2,0.36
580,370,16,344,1208170,1.0,0.9997022086194061,0.9585492227979274,0.5182072829131653,0.6727272727272727,canlobby_client_names,2,0.38
581,364,14,350,1208172,1.0,0.9996988998262883,0.9629629629629629,0.5098039215686274,0.6666666666666666,canlobby_client_names,2,0.4
582,354,14,360,1208172,1.0,0.999690627843494,0.9619565217391305,0.4957983193277311,0.6543438077634012,canlobby_client_names,2,0.42
583,352,8,362,1208178,1.0,0.9996939366366118,0.9777777777777777,0.49299719887955185,0.6554934823091247,canlobby_client_names,2,0.44
584,342,8,372,1208178,1.0,0.9996856646538175,0.9771428571428571,0.4789915966386555,0.6428571428571429,canlobby_client_names,2,0.46
585,342,8,372,1208178,1.0,0.9996856646538175,0.9771428571428571,0.4789915966386555,0.6428571428571429,canlobby_client_names,2,0.48
586,332,6,382,1208180,1.0,0.9996790470675821,0.9822485207100592,0.4649859943977591,0.6311787072243346,canlobby_client_names,2,0.5
587,328,6,386,1208180,1.0,0.9996757382744644,0.9820359281437125,0.45938375350140054,0.6259541984732824,canlobby_client_names,2,0.52
588,328,6,386,1208180,1.0,0.9996757382744644,0.9820359281437125,0.45938375350140054,0.6259541984732824,canlobby_client_names,2,0.54
589,308,6,406,1208180,1.0,0.9996591943088758,0.9808917197452229,0.43137254901960786,0.5992217898832686,canlobby_client_names,2,0.56
590,300,4,414,1208182,1.0,0.9996542311191993,0.9868421052631579,0.42016806722689076,0.5893909626719057,canlobby_client_names,2,0.58
591,292,4,422,1208182,1.0,0.9996476135329638,0.9864864864864865,0.40896358543417366,0.5782178217821782,canlobby_client_names,2,0.6
592,284,4,430,1208182,1.0,0.9996409959467284,0.9861111111111112,0.39775910364145656,0.5668662674650699,canlobby_client_names,2,0.62
593,274,4,440,1208182,1.0,0.9996327239639341,0.9856115107913669,0.38375350140056025,0.5524193548387096,canlobby_client_names,2,0.64
594,266,4,448,1208182,1.0,0.9996261063776988,0.9851851851851852,0.37254901960784315,0.540650406504065,canlobby_client_names,2,0.66
595,258,4,456,1208182,1.0,0.9996194887914633,0.9847328244274809,0.36134453781512604,0.5286885245901639,canlobby_client_names,2,0.68
596,252,4,462,1208182,1.0,0.9996145256017868,0.984375,0.35294117647058826,0.5195876288659794,canlobby_client_names,2,0.7000000000000001
597,240,4,474,1208182,1.0,0.9996045992224336,0.9836065573770492,0.33613445378151263,0.501043841336117,canlobby_client_names,2,0.72
598,234,4,480,1208182,1.0,0.999599636032757,0.9831932773109243,0.3277310924369748,0.49159663865546216,canlobby_client_names,2,0.74
599,228,0,486,1208186,1.0,0.9995979816361982,1.0,0.31932773109243695,0.48407643312101906,canlobby_client_names,2,0.76
600,218,0,496,1208186,1.0,0.9995897096534039,1.0,0.30532212885154064,0.4678111587982833,canlobby_client_names,2,0.78
601,204,0,510,1208186,1.0,0.999578128877492,1.0,0.2857142857142857,0.4444444444444445,canlobby_client_names,2,0.8
602,192,0,522,1208186,1.0,0.9995682024981388,1.0,0.2689075630252101,0.423841059602649,canlobby_client_names,2,0.8200000000000001
603,168,0,546,1208186,1.0,0.9995483497394325,1.0,0.23529411764705882,0.38095238095238093,canlobby_client_names,2,0.84
604,154,0,560,1208186,1.0,0.9995367689635205,1.0,0.21568627450980393,0.3548387096774193,canlobby_client_names,2,0.86
605,134,0,580,1208186,1.0,0.999520224997932,1.0,0.1876750700280112,0.3160377358490566,canlobby_client_names,2,0.88
606,120,0,594,1208186,1.0,0.99950864422202,1.0,0.16806722689075632,0.28776978417266186,canlobby_client_names,2,0.9
607,98,0,616,1208186,1.0,0.9994904458598726,1.0,0.13725490196078433,0.24137931034482762,canlobby_client_names,2,0.92
608,82,0,632,1208186,1.0,0.9994772106874018,1.0,0.11484593837535013,0.20603015075376882,canlobby_client_names,2,0.9400000000000001
609,56,0,658,1208186,1.0,0.9994557035321366,1.0,0.0784313725490196,0.14545454545454545,canlobby_client_names,2,0.96
610,14,0,700,1208186,1.0,0.9994209612044007,1.0,0.0196078431372549,0.038461538461538464,canlobby_client_names,2,0.98
611,0,0,714,1208186,1.0,0.0,0.0,0.0,0.0,canlobby_client_names,2,1.0
612,710,1219210,0,0,1.0,0.0005820053774017968,0.0005820053774017968,1.0,0.0011633336883412665,canlobby_client_names,3,0.0
613,586,87074,124,1132136,1.0,0.9285215423962228,0.006684919005247547,0.8253521126760563,0.013262419373090414,canlobby_client_names,3,0.02
614,546,6128,164,1213082,1.0,0.9948422847399829,0.08181000899011087,0.7690140845070422,0.14788732394366194,canlobby_client_names,3,0.04
615,526,1000,184,1218210,1.0,0.9990294445537412,0.34469200524246396,0.7408450704225352,0.4704830053667263,canlobby_client_names,3,0.06
616,522,494,188,1218716,1.0,0.9994409469473408,0.5137795275590551,0.7352112676056338,0.6048667439165701,canlobby_client_names,3,0.08
617,518,198,192,1219012,1.0,0.9996803069053708,0.723463687150838,0.7295774647887324,0.7265077138849929,canlobby_client_names,3,0.1
618,504,106,206,1219104,1.0,0.9997442455242966,0.8262295081967214,0.7098591549295775,0.7636363636363637,canlobby_client_names,3,0.12
619,490,74,220,1219136,1.0,0.9997590005902026,0.8687943262411347,0.6901408450704225,0.7692307692307692,canlobby_client_names,3,0.14
620,484,60,226,1219150,1.0,0.999765558397272,0.8897058823529411,0.6816901408450704,0.7719298245614035,canlobby_client_names,3,0.16
621,480,44,230,1219166,1.0,0.9997753951078759,0.916030534351145,0.676056338028169,0.7779578606158833,canlobby_client_names,3,0.18
