,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,test_set,training_set,seed,threshold,unite_hash
340,3194,28860604,8,355624,1.0,0.012280116347238806,0.00011065764803370644,0.9975015615240475,0.000221290747220009,canlobby_gold,opensecrets_gold,9,0.1,False
341,3194,28860604,8,355624,1.0,0.012280116347238806,0.00011065764803370644,0.9975015615240475,0.000221290747220009,canlobby_gold,opensecrets_gold,9,0.1,True
342,3180,27375970,22,1840258,1.0,0.06308945793946015,0.0001161467759225542,0.9931292941911305,0.00023226638821968252,canlobby_gold,opensecrets_gold,9,0.15000000000000002,False
343,3186,27407368,16,1808860,1.0,0.062015104332972956,0.00011623260150086715,0.9950031230480949,0.0002324380504444557,canlobby_gold,opensecrets_gold,9,0.15000000000000002,True
344,3096,23728858,106,5487370,1.0,0.1879046237383823,0.00013045702010040975,0.966895690193629,0.00026087884149571207,canlobby_gold,opensecrets_gold,9,0.2,False
345,3138,23904490,64,5311738,1.0,0.18189526626631664,0.00013125517930929827,0.9800124921923797,0.00026247520475031606,canlobby_gold,opensecrets_gold,9,0.2,True
346,2902,18569890,300,10646338,1.0,0.36445748599476446,0.00015625006730275124,0.9063085571517802,0.0003124462680166671,canlobby_gold,opensecrets_gold,9,0.25,False
347,2980,18881350,222,10334878,1.0,0.3538008099405088,0.00015780279205034016,0.9306683322923173,0.00031555207954114914,canlobby_gold,opensecrets_gold,9,0.25,True
348,2634,11990314,568,17225914,1.0,0.5896264232396046,0.00021962906868269586,0.8226108682073704,0.000439140891035874,canlobby_gold,opensecrets_gold,9,0.30000000000000004,False
349,2818,12735064,384,16481164,1.0,0.5641445435451684,0.00022122987165370191,0.8800749531542785,0.0004423485474234374,canlobby_gold,opensecrets_gold,9,0.30000000000000004,True
350,2346,6779844,856,22436384,1.0,0.7679386627322984,0.00034590596842612784,0.7326670830730794,0.0006914854734995415,canlobby_gold,opensecrets_gold,9,0.35000000000000003,False
351,2624,7769874,578,21446354,1.0,0.7340655858105377,0.00033760060150546194,0.8194878201124297,0.0006749231580436488,canlobby_gold,opensecrets_gold,9,0.35000000000000003,True
352,2018,3333494,1184,25882734,1.0,0.8858746388961044,0.0006050045690136926,0.6302311055590256,0.0012088486764664477,canlobby_gold,opensecrets_gold,9,0.4,False
353,2402,4090546,800,25125682,1.0,0.8599785827444273,0.0005868630630049539,0.750156152404747,0.001172808612965834,canlobby_gold,opensecrets_gold,9,0.4,True
354,1614,1124574,1588,28091654,1.0,0.9614584541861357,0.0014331532568274568,0.5040599625234229,0.0028581800795119488,canlobby_gold,opensecrets_gold,9,0.45,False
355,2122,1845756,1080,27370472,1.0,0.9367942495798173,0.001148344208870932,0.6627108057464085,0.0022927156038636907,canlobby_gold,opensecrets_gold,9,0.45,True
356,1312,205076,1890,29011152,1.0,0.9929168365022863,0.006356958737911119,0.40974391005621486,0.012519681282503935,canlobby_gold,opensecrets_gold,9,0.5,False
357,1942,720618,1260,28495610,1.0,0.9752945899355326,0.0026876660761736048,0.6064959400374765,0.005351616645677232,canlobby_gold,opensecrets_gold,9,0.5,True
358,1116,52764,2086,29163464,1.0,0.998122824435658,0.02071269487750557,0.3485321673953779,0.03910164325006132,canlobby_gold,opensecrets_gold,9,0.55,False
359,1774,210090,1428,29006138,1.0,0.9927610497535373,0.008373296076728468,0.5540287320424735,0.0164972613058317,canlobby_gold,opensecrets_gold,9,0.55,True
360,920,5432,2282,29210796,1.0,0.9997359975879064,0.14483627204030228,0.2873204247345409,0.19258949131253927,canlobby_gold,opensecrets_gold,9,0.6000000000000001,False
361,1620,13610,1582,29202618,1.0,0.9994800719931908,0.10636900853578464,0.5059337913803873,0.17578125,canlobby_gold,opensecrets_gold,9,0.6000000000000001,True
362,806,1718,2396,29214510,1.0,0.9998592032767237,0.3193343898573692,0.2517176764522174,0.28152287809989524,canlobby_gold,opensecrets_gold,9,0.65,False
363,1540,4488,1662,29211740,1.0,0.999789523614937,0.25547445255474455,0.48094940662086194,0.333694474539545,canlobby_gold,opensecrets_gold,9,0.65,True
364,686,662,2516,29215566,1.0,0.9998912367558163,0.5089020771513353,0.21424109931292942,0.30153846153846153,canlobby_gold,opensecrets_gold,9,0.7000000000000001,False
365,1466,1716,1736,29214512,1.0,0.9998818594339451,0.4607165304839723,0.45783885071830105,0.45927318295739344,canlobby_gold,opensecrets_gold,9,0.7000000000000001,True
366,520,96,2682,29216132,1.0,0.999904926276796,0.8441558441558441,0.16239850093691444,0.27239392352016767,canlobby_gold,opensecrets_gold,9,0.75,False
367,1390,190,1812,29216038,1.0,0.9999314839474965,0.879746835443038,0.434103685196752,0.5813467168548725,canlobby_gold,opensecrets_gold,9,0.75,True
368,328,28,2874,29216200,1.0,0.9999006825252923,0.9213483146067416,0.10243597751405371,0.1843732433951658,canlobby_gold,opensecrets_gold,9,0.8,False
369,1338,72,1864,29216156,1.0,0.9999337427184583,0.948936170212766,0.4178638351030606,0.5802254986990459,canlobby_gold,opensecrets_gold,9,0.8,True
370,158,8,3044,29216220,1.0,0.9998955489549248,0.9518072289156626,0.04934415990006246,0.09382422802850356,canlobby_gold,opensecrets_gold,9,0.8500000000000001,False
371,1266,44,1936,29216184,1.0,0.9999322368711505,0.966412213740458,0.3953778888194878,0.5611702127659575,canlobby_gold,opensecrets_gold,9,0.8500000000000001,True
372,66,2,3136,29216226,1.0,0.9998926057079143,0.9705882352941176,0.02061211742660837,0.040366972477064215,canlobby_gold,opensecrets_gold,9,0.9,False
373,1240,32,1962,29216196,1.0,0.9999317577379162,0.9748427672955975,0.3872579637726421,0.5543138131426016,canlobby_gold,opensecrets_gold,9,0.9,True
374,24,0,3178,29216228,1.0,0.9998912367558163,1.0,0.007495315427857589,0.014879107253564786,canlobby_gold,opensecrets_gold,9,0.9500000000000001,False
375,1212,30,1990,29216198,1.0,0.9999308679190525,0.9758454106280193,0.37851342910680824,0.5454545454545454,canlobby_gold,opensecrets_gold,9,0.9500000000000001,True
376,12,0,3190,29216228,1.0,0.9998908260701869,1.0,0.0037476577139287947,0.0074673304293715,canlobby_gold,opensecrets_gold,9,1.0,False
377,1204,30,1998,29216198,1.0,0.9999305941286329,0.9756888168557536,0.3760149906308557,0.5428313796212805,canlobby_gold,opensecrets_gold,9,1.0,True
378,3202,29216228,0,0,1.0,0.00010958461544253259,0.00010958461544253259,1.0,0.0002191452159408502,canlobby_gold,opensecrets_gold,10,0.0,False
379,3202,29216228,0,0,1.0,0.00010958461544253259,0.00010958461544253259,1.0,0.0002191452159408502,canlobby_gold,opensecrets_gold,10,0.0,True
380,3202,29183804,0,32424,1.0,0.0012192571860573597,0.00010970635357391573,1.0,0.00021938863882025092,canlobby_gold,opensecrets_gold,10,0.05,False
381,3202,29183804,0,32424,1.0,0.0012192571860573597,0.00010970635357391573,1.0,0.00021938863882025092,canlobby_gold,opensecrets_gold,10,0.05,True
382,3194,28742530,8,473698,1.0,0.016321057597632808,0.00011111217793644717,0.9975015615240475,0.0002221996049521989,canlobby_gold,opensecrets_gold,10,0.1,False
383,3194,28742530,8,473698,1.0,0.016321057597632808,0.00011111217793644717,0.9975015615240475,0.0002221996049521989,canlobby_gold,opensecrets_gold,10,0.1,True
384,3168,26782746,34,2433482,1.0,0.08339142823799095,0.00011827111817054292,0.9893816364772018,0.00023651396335735753,canlobby_gold,opensecrets_gold,10,0.15000000000000002,False
385,3180,26844874,22,2371354,1.0,0.08126558252505268,0.00011844433864741184,0.9931292941911305,0.00023686042842837593,canlobby_gold,opensecrets_gold,10,0.15000000000000002,True
386,3114,22697730,88,6518498,1.0,0.22319436073872762,0.0001371755164697841,0.9725171767645222,0.0002743123406286263,canlobby_gold,opensecrets_gold,10,0.2,False
387,3152,22850406,50,6365822,1.0,0.21797050798047737,0.00013792163128384648,0.9843847595252967,0.0002758046197273804,canlobby_gold,opensecrets_gold,10,0.2,True
388,2804,16229860,398,12986368,1.0,0.44453885650746783,0.00017273812850435394,0.8757026858213617,0.0003454081229790884,canlobby_gold,opensecrets_gold,10,0.25,False
389,2918,16675828,284,12540400,1.0,0.42928003729025516,0.0001749532009181026,0.9113054341036851,0.0003498392393981806,canlobby_gold,opensecrets_gold,10,0.25,True
390,2548,9807922,654,19408306,1.0,0.6643132326674408,0.00025972252093936374,0.7957526545908807,0.0005192755576098325,canlobby_gold,opensecrets_gold,10,0.30000000000000004,False
391,2772,10638146,430,18578082,1.0,0.6359074766345545,0.0002605038399882416,0.8657089319175515,0.0005208509486927995,canlobby_gold,opensecrets_gold,10,0.30000000000000004,True
392,2218,5021004,984,24195224,1.0,0.8281284747854424,0.0004415492685770209,0.6926920674578388,0.0008825359738852115,canlobby_gold,opensecrets_gold,10,0.35000000000000003,False
393,2536,5883028,666,23333200,1.0,0.7986376188720998,0.0004308847886115927,0.7920049968769519,0.0008613009924320307,canlobby_gold,opensecrets_gold,10,0.35000000000000003,True
394,1878,1824332,1324,27391896,1.0,0.9375191097156926,0.0010283592796009222,0.5865084322298564,0.002053118706994379,canlobby_gold,opensecrets_gold,10,0.4,False
395,2348,2861368,854,26354860,1.0,0.9020438797060722,0.0008199137065267645,0.7332916926920675,0.0016379959245433598,canlobby_gold,opensecrets_gold,10,0.4,True
396,1570,682848,1632,28533380,1.0,0.97657449169953,0.0022939197975506195,0.49031855090568394,0.004566475669701289,canlobby_gold,opensecrets_gold,10,0.45,False
397,2102,1187400,1100,28028828,1.0,0.9593250107890537,0.0017671260746093744,0.6564647095565271,0.003524763897832153,canlobby_gold,opensecrets_gold,10,0.45,True
398,1278,82300,1924,29133928,1.0,0.9971175344625135,0.01529110531479576,0.39912554653341664,0.029453791196128138,canlobby_gold,opensecrets_gold,10,0.5,False
399,1898,361178,1304,28855050,1.0,0.9875944876405871,0.00522755566327711,0.5927545284197376,0.010363712808304075,canlobby_gold,opensecrets_gold,10,0.5,True
400,1062,14096,2140,29202132,1.0,0.9994443423434338,0.07006201345823987,0.3316677076826983,0.11568627450980391,canlobby_gold,opensecrets_gold,10,0.55,False
401,1708,38806,1494,29177422,1.0,0.9986207807612948,0.042158266278323545,0.5334166146158651,0.07814072650745722,canlobby_gold,opensecrets_gold,10,0.55,True
402,914,3516,2288,29212712,1.0,0.9998013650505845,0.20632054176072234,0.28544659587757654,0.23951781970649896,canlobby_gold,opensecrets_gold,10,0.6000000000000001,False
403,1594,9752,1608,29206476,1.0,0.9996112176041764,0.1404900405429226,0.4978138663335415,0.21913665108605992,canlobby_gold,opensecrets_gold,10,0.6000000000000001,True
404,794,1408,2408,29214820,1.0,0.9998694019698536,0.3605812897366031,0.24797001873828858,0.2938564026646928,canlobby_gold,opensecrets_gold,10,0.65,False
405,1522,3824,1680,29212404,1.0,0.9998116321913193,0.2846988402543958,0.47532792004996877,0.3561066916237716,canlobby_gold,opensecrets_gold,10,0.65,True
406,646,570,2556,29215658,1.0,0.9998930163935437,0.53125,0.20174890693316677,0.292440018107741,canlobby_gold,opensecrets_gold,10,0.7000000000000001,False
407,1432,1486,1770,29214742,1.0,0.9998885672992253,0.49074708704592185,0.44722048719550284,0.46797385620915033,canlobby_gold,opensecrets_gold,10,0.7000000000000001,True
408,514,70,2688,29216158,1.0,0.9999056107528449,0.8801369863013698,0.16052467207995003,0.27152667723190704,canlobby_gold,opensecrets_gold,10,0.75,False
409,1376,144,1826,29216084,1.0,0.999932579109175,0.9052631578947369,0.4297314178638351,0.5828038966539603,canlobby_gold,opensecrets_gold,10,0.75,True
410,356,16,2846,29216212,1.0,0.9999020514773902,0.956989247311828,0.11118051217988757,0.1992165640738668,canlobby_gold,opensecrets_gold,10,0.8,False
411,1330,60,1872,29216168,1.0,0.999933879613668,0.9568345323741008,0.41536539662710803,0.5792682926829268,canlobby_gold,opensecrets_gold,10,0.8,True
412,154,4,3048,29216224,1.0,0.9998955489549248,0.9746835443037974,0.048094940662086194,0.09166666666666666,canlobby_gold,opensecrets_gold,10,0.8500000000000001,False
413,1264,34,1938,29216194,1.0,0.9999325106615701,0.9738058551617874,0.3947532792004997,0.5617777777777778,canlobby_gold,opensecrets_gold,10,0.8500000000000001,True
414,60,0,3142,29216228,1.0,0.9998924688127044,1.0,0.018738288569643973,0.03678724708767628,canlobby_gold,opensecrets_gold,10,0.9,False
415,1232,30,1970,29216198,1.0,0.9999315523951015,0.9762282091917591,0.38475952529668955,0.5519713261648745,canlobby_gold,opensecrets_gold,10,0.9,True
416,24,0,3178,29216228,1.0,0.9998912367558163,1.0,0.007495315427857589,0.014879107253564786,canlobby_gold,opensecrets_gold,10,0.9500000000000001,False
417,1212,30,1990,29216198,1.0,0.9999308679190525,0.9758454106280193,0.37851342910680824,0.5454545454545454,canlobby_gold,opensecrets_gold,10,0.9500000000000001,True
418,10,0,3192,29216228,1.0,0.999890757622582,1.0,0.003123048094940662,0.0062266500622665,canlobby_gold,opensecrets_gold,10,1.0,False
419,1204,30,1998,29216198,1.0,0.9999305941286329,0.9756888168557536,0.3760149906308557,0.5428313796212805,canlobby_gold,opensecrets_gold,10,1.0,True
420,3202,29216228,0,0,1.0,0.00010958461544253259,0.00010958461544253259,1.0,0.0002191452159408502,canlobby_gold,canlobby_hash,1,0.0,False
421,3202,29216228,0,0,1.0,0.00010958461544253259,0.00010958461544253259,1.0,0.0002191452159408502,canlobby_gold,canlobby_hash,1,0.0,True
422,3084,21171076,118,8045152,1.0,0.2754412389290277,0.00014564922528213634,0.9631480324797002,0.0002912544064742341,canlobby_gold,canlobby_hash,1,0.05,False
423,3146,21466494,56,7749734,1.0,0.2653330335328239,0.0001465324989147466,0.9825109306683323,0.00029302129638917847,canlobby_gold,canlobby_hash,1,0.05,True
424,2386,5426266,816,23789962,1.0,0.8142646177560616,0.0004395197923904498,0.745159275452842,0.0008785214035576068,canlobby_gold,canlobby_hash,1,0.1,False
425,2674,6290506,528,22925722,1.0,0.784696895182418,0.0004249044203407498,0.835103060587133,0.0008493766737786875,canlobby_gold,canlobby_hash,1,0.1,True
426,1930,874616,1272,28341612,1.0,0.970023782120322,0.002201823977292692,0.6027482823235478,0.004387620091207936,canlobby_gold,canlobby_hash,1,0.15000000000000002,False
427,2354,1378926,848,27837302,1.0,0.9527788871993739,0.0017042163790107726,0.7351655215490318,0.003400549808520443,canlobby_gold,canlobby_hash,1,0.15000000000000002,True
428,1600,89932,1602,29126296,1.0,0.9968673584666093,0.017480225494908883,0.49968769519050593,0.03377879114151202,canlobby_gold,canlobby_hash,1,0.2,False
429,2150,457662,1052,28758566,1.0,0.9843010626832899,0.004675824032430645,0.6714553404122423,0.009286976203743299,canlobby_gold,canlobby_hash,1,0.2,True
430,1380,56564,1822,29159664,1.0,0.9980018090701974,0.02381609830180864,0.4309806371018114,0.0451378667451673,canlobby_gold,canlobby_hash,1,0.25,False
431,1954,200020,1248,29016208,1.0,0.9931118437286423,0.009674512561022705,0.6102435977514054,0.01904706203454595,canlobby_gold,canlobby_hash,1,0.25,True
432,1206,31304,1996,29184924,1.0,0.9988603473784397,0.03709627806828668,0.37663960024984383,0.06754032258064516,canlobby_gold,canlobby_hash,1,0.30000000000000004,False
433,1800,87596,1402,29128632,1.0,0.9969541500296207,0.020135129088549822,0.5621486570893192,0.038877729540594826,canlobby_gold,canlobby_hash,1,0.30000000000000004,True
434,1084,12196,2118,29204032,1.0,0.9995101204917413,0.08162650602409638,0.33853841349156777,0.13153743477733285,canlobby_gold,canlobby_hash,1,0.35000000000000003,False
435,1708,32060,1494,29184168,1.0,0.9988516545326175,0.0505804311774461,0.5334166146158651,0.09239924262915877,canlobby_gold,canlobby_hash,1,0.35000000000000003,True
436,984,3916,2218,29212312,1.0,0.9997900711957762,0.20081632653061224,0.30730793254216116,0.24290298691681067,canlobby_gold,canlobby_hash,1,0.4,False
437,1608,10588,1594,29205640,1.0,0.9995830856385631,0.13184650705149228,0.5021861336664585,0.20885829328484218,canlobby_gold,canlobby_hash,1,0.4,True
438,866,1496,2336,29214732,1.0,0.9998688543890144,0.36663844199830653,0.2704559650218613,0.31128684399712436,canlobby_gold,canlobby_hash,1,0.45,False
439,1532,4224,1670,29212004,1.0,0.9997982849083641,0.2661570535093815,0.47845096814490945,0.34204063407010493,canlobby_gold,canlobby_hash,1,0.45,True
440,780,920,2422,29215308,1.0,0.9998856240522146,0.4588235294117647,0.24359775140537165,0.3182374541003672,canlobby_gold,canlobby_hash,1,0.5,False
441,1482,2564,1720,29213664,1.0,0.9998533852303073,0.36628769154720714,0.46283572767020614,0.4089403973509934,canlobby_gold,canlobby_hash,1,0.5,True
442,652,194,2550,29216034,1.0,0.9999060898860792,0.7706855791962175,0.20362273579013118,0.3221343873517787,canlobby_gold,canlobby_hash,1,0.55,False
443,1426,470,1776,29215758,1.0,0.999923133339699,0.7521097046413502,0.4453466583385384,0.5594350725774814,canlobby_gold,canlobby_hash,1,0.55,True
444,564,48,2638,29216180,1.0,0.9999080748666213,0.9215686274509803,0.17613991255465333,0.29575249082328264,canlobby_gold,canlobby_hash,1,0.6000000000000001,False
445,1382,102,1820,29216126,1.0,0.9999342218516926,0.931266846361186,0.4316052467207995,0.5898420827998292,canlobby_gold,canlobby_hash,1,0.6000000000000001,True
446,456,26,2746,29216202,1.0,0.9999051316196107,0.946058091286307,0.1424109931292942,0.247557003257329,canlobby_gold,canlobby_hash,1,0.65,False
447,1342,72,1860,29216156,1.0,0.999933879613668,0.9490806223479491,0.41911305434103685,0.5814558058925476,canlobby_gold,canlobby_hash,1,0.65,True
448,356,12,2846,29216216,1.0,0.9999021883726,0.967391304347826,0.11118051217988757,0.19943977591036416,canlobby_gold,canlobby_hash,1,0.7000000000000001,False
449,1308,56,1894,29216172,1.0,0.9999332635852239,0.9589442815249267,0.4084946908182386,0.5729303547963206,canlobby_gold,canlobby_hash,1,0.7000000000000001,True
450,246,6,2956,29216222,1.0,0.9998986290971453,0.9761904761904762,0.07682698313554029,0.14244354371742907,canlobby_gold,canlobby_hash,1,0.75,False
451,1286,38,1916,29216190,1.0,0.9999331266900141,0.9712990936555891,0.40162398500936913,0.5682722050375607,canlobby_gold,canlobby_hash,1,0.75,True
452,136,2,3066,29216226,1.0,0.9998950013740857,0.9855072463768116,0.042473454091193005,0.081437125748503,canlobby_gold,canlobby_hash,1,0.8,False
453,1246,32,1956,29216196,1.0,0.9999319630807308,0.974960876369327,0.3891317926296065,0.55625,canlobby_gold,canlobby_hash,1,0.8,True
454,64,2,3138,29216226,1.0,0.9998925372603094,0.9696969696969697,0.019987507807620236,0.03916768665850673,canlobby_gold,canlobby_hash,1,0.8500000000000001,False
455,1226,32,1976,29216196,1.0,0.9999312786046819,0.9745627980922098,0.3828856964397252,0.5497757847533633,canlobby_gold,canlobby_hash,1,0.8500000000000001,True
456,26,0,3176,29216228,1.0,0.9998913052034212,1.0,0.008119925046845722,0.0161090458488228,canlobby_gold,canlobby_hash,1,0.9,False
457,1216,30,1986,29216198,1.0,0.9999310048142623,0.9759229534510433,0.3797626483447845,0.5467625899280575,canlobby_gold,canlobby_hash,1,0.9,True
458,20,0,3182,29216228,1.0,0.9998910998606064,1.0,0.006246096189881324,0.012414649286157665,canlobby_gold,canlobby_hash,1,0.9500000000000001,False
459,1210,30,1992,29216198,1.0,0.9999307994714476,0.9758064516129032,0.3778888194878201,0.5447996398018911,canlobby_gold,canlobby_hash,1,0.9500000000000001,True
460,10,0,3192,29216228,1.0,0.999890757622582,1.0,0.003123048094940662,0.0062266500622665,canlobby_gold,canlobby_hash,1,1.0,False
461,1202,30,2000,29216198,1.0,0.999930525681028,0.9756493506493507,0.37539038101186756,0.5421741091565178,canlobby_gold,canlobby_hash,1,1.0,True
462,3202,29216228,0,0,1.0,0.00010958461544253259,0.00010958461544253259,1.0,0.0002191452159408502,canlobby_gold,canlobby_hash,2,0.0,False
463,3202,29216228,0,0,1.0,0.00010958461544253259,0.00010958461544253259,1.0,0.0002191452159408502,canlobby_gold,canlobby_hash,2,0.0,True
464,1278,49234,1924,29166994,1.0,0.9982491787143007,0.02530091859360152,0.39912554653341664,0.047585359496593066,canlobby_gold,canlobby_hash,2,0.05,False
465,1890,167416,1312,29048812,1.0,0.9942254862603411,0.01116321925980178,0.5902560899437851,0.0219120272683006,canlobby_gold,canlobby_hash,2,0.05,True
466,996,20738,2206,29195490,1.0,0.9992147690766041,0.045826815128370293,0.3110555902560899,0.07988450433108758,canlobby_gold,canlobby_hash,2,0.1,False
467,1662,57240,1540,29158988,1.0,0.9979883248920325,0.028216359376591626,0.5190505933791381,0.053523122504186525,canlobby_gold,canlobby_hash,2,0.1,True
468,864,5340,2338,29210888,1.0,0.9997372296447946,0.13926499032882012,0.26983135540287323,0.18371252392090157,canlobby_gold,canlobby_hash,2,0.15000000000000002,False
469,1572,15670,1630,29200558,1.0,0.9994079282176278,0.09117271778215984,0.4909431605246721,0.15378595186851887,canlobby_gold,canlobby_hash,2,0.15000000000000002,True
470,720,1942,2482,29214286,1.0,0.9998485938979644,0.270473328324568,0.22485946283572766,0.24556616643929058,canlobby_gold,canlobby_hash,2,0.2,False
471,1456,5826,1746,29210402,1.0,0.9997408573678542,0.19994507003570447,0.4547158026233604,0.27775658145745896,canlobby_gold,canlobby_hash,2,0.2,True
472,620,1076,2582,29215152,1.0,0.9998748093306407,0.36556603773584906,0.19362898188632105,0.25316455696202533,canlobby_gold,canlobby_hash,2,0.25,False
473,1396,3158,1806,29213070,1.0,0.9998301130446419,0.3065436978480457,0.43597751405371643,0.3599793708096957,canlobby_gold,canlobby_hash,2,0.25,True
474,556,252,2646,29215976,1.0,0.999900819420502,0.6881188118811881,0.1736414740787008,0.2773067331670823,canlobby_gold,canlobby_hash,2,0.30000000000000004,False
475,1378,708,1824,29215520,1.0,0.9999133453321984,0.660594439117929,0.43035602748282326,0.5211800302571861,canlobby_gold,canlobby_hash,2,0.30000000000000004,True
476,460,72,2742,29216156,1.0,0.9999036942199078,0.8646616541353384,0.14366021236727045,0.24638457418318155,canlobby_gold,canlobby_hash,2,0.35000000000000003,False
477,1332,156,1870,29216072,1.0,0.9999306625762377,0.8951612903225806,0.41599000624609617,0.5680170575692963,canlobby_gold,canlobby_hash,2,0.35000000000000003,True
478,406,26,2796,29216202,1.0,0.9999034204294882,0.9398148148148148,0.1267957526545909,0.22344523940561364,canlobby_gold,canlobby_hash,2,0.4,False
479,1310,74,1892,29216154,1.0,0.9999327160043847,0.9465317919075145,0.4091193004372267,0.5713039686000873,canlobby_gold,canlobby_hash,2,0.4,True
480,338,8,2864,29216220,1.0,0.9999017092393657,0.976878612716763,0.10555902560899438,0.19052987598647125,canlobby_gold,canlobby_hash,2,0.45,False
481,1298,44,1904,29216184,1.0,0.9999333320328289,0.9672131147540983,0.40537164272329795,0.5713028169014085,canlobby_gold,canlobby_hash,2,0.45,True
482,264,6,2938,29216222,1.0,0.9998992451255894,0.9777777777777777,0.08244846970643348,0.152073732718894,canlobby_gold,canlobby_hash,2,0.5,False
483,1282,42,1920,29216186,1.0,0.9999328528995945,0.9682779456193353,0.40037476577139286,0.5665046398585948,canlobby_gold,canlobby_hash,2,0.5,True
484,196,6,3006,29216222,1.0,0.9998969179070228,0.9702970297029703,0.061211742660836975,0.11515863689776733,canlobby_gold,canlobby_hash,2,0.55,False
485,1268,42,1934,29216186,1.0,0.9999323737663602,0.9679389312977099,0.39600249843847596,0.5620567375886525,canlobby_gold,canlobby_hash,2,0.55,True
486,152,2,3050,29216226,1.0,0.9998955489549248,0.987012987012987,0.047470331043098064,0.09058402860548272,canlobby_gold,canlobby_hash,2,0.6000000000000001,False
487,1252,32,1950,29216196,1.0,0.9999321684235456,0.9750778816199377,0.3910056214865709,0.5581810075791351,canlobby_gold,canlobby_hash,2,0.6000000000000001,True
488,108,0,3094,29216228,1.0,0.999894111555222,1.0,0.033728919425359154,0.06525679758308157,canlobby_gold,canlobby_hash,2,0.65,False
489,1240,30,1962,29216198,1.0,0.9999318261855211,0.9763779527559056,0.3872579637726421,0.5545617173524151,canlobby_gold,canlobby_hash,2,0.65,True
490,76,0,3126,29216228,1.0,0.9998930163935437,1.0,0.023735165521549032,0.046369737644905436,canlobby_gold,canlobby_hash,2,0.7000000000000001,False
491,1234,30,1968,29216198,1.0,0.9999316208427064,0.9762658227848101,0.3853841349156777,0.5526197939991044,canlobby_gold,canlobby_hash,2,0.7000000000000001,True
492,50,0,3152,29216228,1.0,0.99989212657468,1.0,0.01561524047470331,0.030750307503075027,canlobby_gold,canlobby_hash,2,0.75,False
493,1218,30,1984,29216198,1.0,0.9999310732618671,0.9759615384615384,0.38038725796377265,0.5474157303370787,canlobby_gold,canlobby_hash,2,0.75,True
494,34,0,3168,29216228,1.0,0.9998915789938407,1.0,0.010618363522798251,0.021013597033374534,canlobby_gold,canlobby_hash,2,0.8,False
495,1212,30,1990,29216198,1.0,0.9999308679190525,0.9758454106280193,0.37851342910680824,0.5454545454545454,canlobby_gold,canlobby_hash,2,0.8,True
496,24,0,3178,29216228,1.0,0.9998912367558163,1.0,0.007495315427857589,0.014879107253564786,canlobby_gold,canlobby_hash,2,0.8500000000000001,False
497,1212,30,1990,29216198,1.0,0.9999308679190525,0.9758454106280193,0.37851342910680824,0.5454545454545454,canlobby_gold,canlobby_hash,2,0.8500000000000001,True
498,22,0,3180,29216228,1.0,0.9998911683082113,1.0,0.006870705808869456,0.013647642679900743,canlobby_gold,canlobby_hash,2,0.9,False
499,1212,30,1990,29216198,1.0,0.9999308679190525,0.9758454106280193,0.37851342910680824,0.5454545454545454,canlobby_gold,canlobby_hash,2,0.9,True
500,18,0,3184,29216228,1.0,0.9998910314130015,1.0,0.005621486570893191,0.011180124223602483,canlobby_gold,canlobby_hash,2,0.9500000000000001,False
501,1204,30,1998,29216198,1.0,0.9999305941286329,0.9756888168557536,0.3760149906308557,0.5428313796212805,canlobby_gold,canlobby_hash,2,0.9500000000000001,True
502,8,0,3194,29216228,1.0,0.999890689174977,1.0,0.0024984384759525295,0.00498442367601246,canlobby_gold,canlobby_hash,2,1.0,False
503,1204,30,1998,29216198,1.0,0.9999305941286329,0.9756888168557536,0.3760149906308557,0.5428313796212805,canlobby_gold,canlobby_hash,2,1.0,True
504,3202,29216228,0,0,1.0,0.00010958461544253259,0.00010958461544253259,1.0,0.0002191452159408502,canlobby_gold,canlobby_hash,3,0.0,False
505,3202,29216228,0,0,1.0,0.00010958461544253259,0.00010958461544253259,1.0,0.0002191452159408502,canlobby_gold,canlobby_hash,3,0.0,True
506,1090,29736,2112,29186492,1.0,0.998910040339596,0.03535976124051126,0.3404122423485322,0.06406488773950864,canlobby_gold,canlobby_hash,3,0.05,False
507,1754,90930,1448,29125298,1.0,0.9968384735773422,0.018924517716110655,0.5477826358525921,0.036585111486556944,canlobby_gold,canlobby_hash,3,0.05,True
508,866,5628,2336,29210600,1.0,0.9997274416372941,0.1333538651062519,0.2704559650218613,0.17863036303630359,canlobby_gold,canlobby_hash,3,0.1,False
509,1566,16326,1636,29199902,1.0,0.9993852720604064,0.0875251509054326,0.48906933166770766,0.14847824025789325,canlobby_gold,canlobby_hash,3,0.1,True
510,706,1736,2496,29214492,1.0,0.9998551648680347,0.2891072891072891,0.22048719550281073,0.25017717930545713,canlobby_gold,canlobby_hash,3,0.15000000000000002,False
511,1454,5002,1748,29211226,1.0,0.9997689893334675,0.22521685254027263,0.4540911930043723,0.3010975357216815,canlobby_gold,canlobby_hash,3,0.15000000000000002,True
512,608,1034,2594,29215194,1.0,0.9998758360447141,0.3702801461632156,0.18988132417239226,0.2510322047894302,canlobby_gold,canlobby_hash,3,0.2,False
513,1382,2848,1820,29213380,1.0,0.9998402432901669,0.32671394799054376,0.4316052467207995,0.3719052744886976,canlobby_gold,canlobby_hash,3,0.2,True
