,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,test_set,training_set,seed,threshold,unite_hash
959,112414,14324,146610,10332347502,1.0,0.9999844246680163,0.8869794378955009,0.43399067267897956,0.5828153109948622,opensecrets_gold,canlobby_gold,3,0.8500000000000001,True
960,10304,1382,248720,10332360444,1.0,0.9999757949117043,0.8817388327913743,0.03978009759713386,0.07612574341546305,opensecrets_gold,canlobby_gold,3,0.9,False
961,102678,8864,156346,10332352962,1.0,0.9999840108330308,0.9205321762206164,0.39640342207671875,0.5541684882045304,opensecrets_gold,canlobby_gold,3,0.9,True
962,2588,378,256436,10332361448,1.0,0.9999751453185278,0.8725556304787593,0.009991352152696276,0.019756479254933394,opensecrets_gold,canlobby_gold,3,0.9500000000000001,False
963,96772,7502,162252,10332354324,1.0,0.9999835710607731,0.9280549321978633,0.3736024461053802,0.5327417161668933,opensecrets_gold,canlobby_gold,3,0.9500000000000001,True
964,186,14,258838,10332361812,1.0,0.9999749480791217,0.93,0.0007180801778985731,0.0014350523099712989,opensecrets_gold,canlobby_gold,3,1.0,False
965,94266,7078,164758,10332354748,1.0,0.9999833695630088,0.9301586675086833,0.36392766693433815,0.5231652088975713,opensecrets_gold,canlobby_gold,3,1.0,True
966,259024,10332361826,0,0,1.0,2.5068567187384988e-05,2.5068567187384988e-05,1.0,5.013587754015536e-05,opensecrets_gold,canlobby_gold,4,0.0,False
967,259024,10332361826,0,0,1.0,2.5068567187384988e-05,2.5068567187384988e-05,1.0,5.013587754015536e-05,opensecrets_gold,canlobby_gold,4,0.0,True
968,258982,10325450860,42,6910966,1.0,0.0006939137808390599,2.508127808769004e-05,0.9998378528630552,5.016129786188724e-05,opensecrets_gold,canlobby_gold,4,0.05,False
969,259022,10328092990,2,4268836,1.0,0.0004382100210325631,2.5078734700275047e-05,0.9999922787077645,5.0156211536515056e-05,opensecrets_gold,canlobby_gold,4,0.05,True
970,258222,10259102142,802,73259684,1.0,0.007115126652498819,2.516940538574886e-05,0.9969037618135771,5.0337539870538515e-05,opensecrets_gold,canlobby_gold,4,0.1,False
971,258946,10294582920,78,37778906,1.0,0.003681336279749392,2.5152984705399068e-05,0.9996988696028167,5.030470371621584e-05,opensecrets_gold,canlobby_gold,4,0.1,True
972,254780,10004846862,4244,327514964,1.0,0.03172183986602005,2.546500866422682e-05,0.9836154178763358,5.0928698825578145e-05,opensecrets_gold,canlobby_gold,4,0.15000000000000002,False
973,258576,10175002842,448,157358984,1.0,0.01525436404646552,2.5412221797326995e-05,0.998270430539255,5.082314982783855e-05,opensecrets_gold,canlobby_gold,4,0.15000000000000002,True
974,246752,9422440348,12272,909921478,1.0,0.08808687004130225,2.6187009860488736e-05,0.9526221508431651,5.237258003025807e-05,opensecrets_gold,canlobby_gold,4,0.2,False
975,257480,9918807320,1544,413554506,1.0,0.04004908261005242,2.5958092339511686e-05,0.9940391623942183,5.191482898804494e-05,opensecrets_gold,canlobby_gold,4,0.2,True
976,233560,8561299976,25464,1771061850,1.0,0.17142750476516325,2.728015945016325e-05,0.9016925072580148,5.455866826093717e-05,opensecrets_gold,canlobby_gold,4,0.25,False
977,255216,9515260354,3808,817101472,1.0,0.07910448857706803,2.682103750685156e-05,0.9852986595836679,5.364061485040258e-05,opensecrets_gold,canlobby_gold,4,0.25,True
978,211242,7412420614,47782,2919941212,1.0,0.2826148850705192,2.8497570647463705e-05,0.8155306072024214,5.699314974942677e-05,opensecrets_gold,canlobby_gold,4,0.30000000000000004,False
979,251616,8996367256,7408,1335994570,1.0,0.12932306385751105,2.7967840316443716e-05,0.9714003335598246,5.5934070220485734e-05,opensecrets_gold,canlobby_gold,4,0.30000000000000004,True
980,185968,6242846800,73056,4089515026,1.0,0.39580480628978076,2.9788086481496423e-05,0.7179566372228056,5.9573701244684675e-05,opensecrets_gold,canlobby_gold,4,0.35000000000000003,False
981,246584,8436086184,12440,1896275642,1.0,0.1835470645378418,2.922881384377369e-05,0.9519735622953858,5.8455832895417154e-05,opensecrets_gold,canlobby_gold,4,0.35000000000000003,True
982,160154,5257085588,98870,5075276238,1.0,0.49120513233581004,3.046347990175423e-05,0.6182979183396133,6.09239580858613e-05,opensecrets_gold,canlobby_gold,4,0.4,False
983,240296,7850166116,18728,2482195710,1.0,0.24025230791275962,3.060937069865422e-05,0.9276978195070728,6.121672155282506e-05,opensecrets_gold,canlobby_gold,4,0.4,True
984,137336,4328317652,121688,6004044174,1.0,0.5810898896962816,3.1728642294015695e-05,0.5302056952251529,6.34534873956926e-05,opensecrets_gold,canlobby_gold,4,0.45,False
985,233416,7194119010,25608,3138242816,1.0,0.30374444950237384,3.2444337749767054e-05,0.901136574217061,6.488633934498297e-05,opensecrets_gold,canlobby_gold,4,0.45,True
986,116772,3443553638,142252,6888808188,1.0,0.6667161274963457,3.390916844449118e-05,0.4508153684600655,6.781323615238744e-05,opensecrets_gold,canlobby_gold,4,0.5,False
987,223838,6191353264,35186,4141008562,1.0,0.4007920604190175,3.615201689529086e-05,0.8641593057014022,7.230100908520072e-05,opensecrets_gold,canlobby_gold,4,0.5,True
988,100810,2497060356,158214,7835301470,1.0,0.758317022732911,4.0369841311235575e-05,0.3891917351287911,8.073130857486981e-05,opensecrets_gold,canlobby_gold,4,0.55,False
989,211078,4760609082,47946,5571752744,1.0,0.5392594872964878,4.433647836006475e-05,0.814897461239113,8.866813251472273e-05,opensecrets_gold,canlobby_gold,4,0.55,True
990,84644,1499132862,174380,8833228964,1.0,0.8548957458358689,5.6458785774077e-05,0.326780529989499,0.0001128980658336813,opensecrets_gold,canlobby_gold,4,0.6000000000000001,False
991,192162,3017450004,66862,7314911822,1.0,0.7079621027611789,6.367951845487303e-05,0.7418694792760516,0.00012734810578738664,opensecrets_gold,canlobby_gold,4,0.6000000000000001,True
992,71084,604324380,187940,9728037446,1.0,0.9414947738065894,0.00011761173641104626,0.27443016863302244,0.0002351227069698025,opensecrets_gold,canlobby_gold,4,0.65,False
993,171690,1251881706,87334,9080480120,1.0,0.8788333513660282,0.000137126739601128,0.6628343319537958,0.0002741967535545164,opensecrets_gold,canlobby_gold,4,0.65,True
994,56838,94980510,202186,10237381316,1.0,0.9907881361968295,0.000598059617572662,0.2194314040397801,0.0011928680768665569,opensecrets_gold,canlobby_gold,4,0.7000000000000001,False
995,149520,211612678,109504,10120749148,1.0,0.9795093437498967,0.0007060750285563243,0.5772438075236271,0.0014104248488861176,opensecrets_gold,canlobby_gold,4,0.7000000000000001,True
996,46404,1708864,212620,10330652962,1.0,0.9998140371133428,0.02643698853964181,0.17914942244734078,0.04607474983766008,opensecrets_gold,canlobby_gold,4,0.75,False
997,136528,3542896,122496,10328818930,1.0,0.9996452601858511,0.03710580786557896,0.5270862931620236,0.06933086332484269,opensecrets_gold,canlobby_gold,4,0.75,True
998,35686,65418,223338,10332296408,1.0,0.9999720539440872,0.3529632853299573,0.13777101735746494,0.19818508974586813,opensecrets_gold,canlobby_gold,4,0.8,False
999,125636,154302,133388,10332207524,1.0,0.999972157112491,0.44879937700490824,0.485036135647662,0.4662146867497152,opensecrets_gold,canlobby_gold,4,0.8,True
1000,23318,4982,235706,10332356844,1.0,0.9999767060067823,0.8239575971731449,0.09002254617332757,0.16231153680165944,opensecrets_gold,canlobby_gold,4,0.8500000000000001,False
1001,113642,15292,145382,10332346534,1.0,0.9999844498310416,0.881396683574542,0.43873154611155724,0.5858469215739849,opensecrets_gold,canlobby_gold,4,0.8500000000000001,True
1002,10918,1430,248106,10332360396,1.0,0.9999758496896748,0.884191771946874,0.042150534313422694,0.08046519169258436,opensecrets_gold,canlobby_gold,4,0.9,False
1003,103232,8842,155792,10332352984,1.0,0.99998406657881,0.9211056980209504,0.3985422200259435,0.5563597755848859,opensecrets_gold,canlobby_gold,4,0.9,True
1004,2592,460,256432,10332361366,1.0,0.9999751377696202,0.8492791612057667,0.010006794737167212,0.019780521680733833,opensecrets_gold,canlobby_gold,4,0.9500000000000001,False
1005,96712,7576,162312,10332354250,1.0,0.9999835580921369,0.9273550168763425,0.3733708073383161,0.5323908926762672,opensecrets_gold,canlobby_gold,4,0.9500000000000001,True
1006,218,24,258806,10332361802,1.0,0.9999749502083007,0.9008264462809917,0.0008416208536660695,0.0016816705622796663,opensecrets_gold,canlobby_gold,4,1.0,False
1007,94260,7090,164764,10332354736,1.0,0.9999833678209532,0.9300444005920079,0.3639045030576317,0.523123199786888,opensecrets_gold,canlobby_gold,4,1.0,True
1008,259024,10332361826,0,0,1.0,2.5068567187384988e-05,2.5068567187384988e-05,1.0,5.013587754015536e-05,opensecrets_gold,canlobby_gold,5,0.0,False
