,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,max_epochs,warmup_frac,calibration_frac,transformer_lr,score_lr,use_counts,batch_size,regularization,norm,alpha_decay,fold,threshold,alpha
15,346554,0,709882,1519657994,1.0,0.999533191777499,1.0,0.32804069531897817,0.4940220529013037,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,0,0.75,873.5230102539062
16,331894,0,724542,1519657994,1.0,0.9995235515717438,1.0,0.31416384901688316,0.4781197553895687,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,0,0.8,873.5230102539062
17,319624,0,736812,1519657994,1.0,0.9995154829957128,1.0,0.302549326225157,0.4645495109224888,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,0,0.8500000000000001,873.5230102539062
18,279234,0,777202,1519657994,1.0,0.9994889231109617,1.0,0.26431700547879855,0.41811824777078177,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,0,0.9,873.5230102539062
19,104552,0,951884,1519657994,1.0,0.9993740547329455,1.0,0.09896671450045247,0.18010866606717726,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,0,0.9500000000000001,873.5230102539062
20,0,0,1056436,1519657994,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,0,1.0,873.5230102539062
21,1345060,1583284670,0,127916802,1.0,0.0754793283479669,0.0008488165875822612,1.0,0.0016961934180555291,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.0,874.2846069335938
22,1343290,1397351604,1770,313849868,1.0,0.1840493978472522,0.0009603881488109586,0.9986840735729261,0.0019189309507377102,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.05,874.2846069335938
23,1342098,711036264,2962,1000165208,1.0,0.5848058941968649,0.0018839679467973509,0.9977978677531114,0.0037608349638832504,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.1,874.2846069335938
24,1285924,35379306,59136,1675822166,1.0,0.9793065815510349,0.03507202873130756,0.956034675033084,0.06766188839916769,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.15000000000000002,874.2846069335938
25,1272738,1431132,72322,1709770340,1.0,0.9991220945113566,0.4707097604544597,0.9462313948820127,0.6286786879496559,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.2,874.2846069335938
26,1271176,350788,73884,1710850684,1.0,0.9997520230883864,0.7837263959002789,0.9450701083966514,0.8568693748348513,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.25,874.2846069335938
27,1269964,150438,75096,1711051034,1.0,0.9998683048922843,0.8940877300933117,0.944169033351672,0.9184461764435744,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.30000000000000004,874.2846069335938
28,1269890,150210,75170,1711051262,1.0,0.9998683948168481,0.8942257587493838,0.9441140172185627,0.9184929624325536,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.35000000000000003,874.2846069335938
29,970746,30334,374314,1711171138,1.0,0.9997637156173926,0.9696987253765933,0.7217120425854608,0.827526064088247,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.4,874.2846069335938
30,962438,1050,382622,1711200422,1.0,0.9997759640437028,0.9989102095718888,0.7155353664520542,0.8338037588995333,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.45,874.2846069335938
31,953540,194,391520,1711201278,1.0,0.9997712681129064,0.9997965889860275,0.7089200481762895,0.8296002164613271,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.5,874.2846069335938
32,799940,160,545120,1711201312,1.0,0.9996815969728057,0.9998000249968754,0.5947243989115727,0.745809170411531,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.55,874.2846069335938
33,695716,0,649344,1711201472,1.0,0.999620831324658,1.0,0.5172378927334097,0.6818151526674168,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.6000000000000001,874.2846069335938
34,668174,0,676886,1711201472,1.0,0.9996047488419427,1.0,0.4967614827591334,0.6637817561197555,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.65,874.2846069335938
35,662736,0,682324,1711201472,1.0,0.9996015734537717,1.0,0.4927185404368578,0.6601626858505545,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.7000000000000001,874.2846069335938
36,515128,0,829932,1711201472,1.0,0.9995153813432265,1.0,0.38297771103147815,0.5538450952269341,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.75,874.2846069335938
37,360496,0,984564,1711201472,1.0,0.9994250877382875,1.0,0.268014809748264,0.42273135564003766,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.8,874.2846069335938
38,294482,0,1050578,1711201472,1.0,0.999386540464525,1.0,0.21893595824721573,0.3592247103154418,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.8500000000000001,874.2846069335938
39,229850,0,1115210,1711201472,1.0,0.9993488001761345,1.0,0.1708845702050466,0.29188969528417497,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.9,874.2846069335938
40,102496,0,1242564,1711201472,1.0,0.9992744348975156,1.0,0.076201805123935,0.14161248338578958,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,0.9500000000000001,874.2846069335938
41,0,0,1345060,1711201472,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,1,1.0,874.2846069335938
42,1010106,1350433716,12276,151187124,1.0,0.101286338481218,0.0007474272948357893,0.9879927463511682,0.0014937245707324158,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.0,970.4954223632812
43,1010106,1181512602,12276,320108238,1.0,0.21370232088266125,0.0008541958587065036,0.9879927463511682,0.001706915957042245,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.05,970.4954223632812
44,1010106,407573340,12276,1094047500,1.0,0.7287542311890187,0.0024722146966277237,0.9879927463511682,0.004932088026833446,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.1,970.4954223632812
45,958282,1569664,64100,1500051176,1.0,0.9989127399131874,0.3790753441726999,0.9373032780311078,0.5398273060967888,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.15000000000000002,970.4954223632812
46,887378,640484,135004,1500980356,1.0,0.999483917413897,0.5807972185969675,0.8679515093184348,0.6959161554737507,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.2,970.4954223632812
47,784248,81592,238134,1501539248,1.0,0.9997872242756505,0.9057654993994272,0.7670792326155977,0.8306735119069685,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.25,970.4954223632812
48,684300,12872,338082,1501607968,1.0,0.9997664422300239,0.9815368373945024,0.6693192955275035,0.795904054190796,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.30000000000000004,970.4954223632812
49,629038,9904,393344,1501610936,1.0,0.9997316408884717,0.9844993755301733,0.6152670919480194,0.757273114696471,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.35000000000000003,970.4954223632812
50,603422,5568,418960,1501615272,1.0,0.9997174791768368,0.9908569927256605,0.5902118777521513,0.7397724124234081,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.4,970.4954223632812
51,533868,4676,488514,1501616164,1.0,0.9996717850300196,0.991317329688939,0.5221805548219746,0.6840401146498937,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.45,970.4954223632812
52,461876,4612,560506,1501616228,1.0,0.9996239173799035,0.9901133576855139,0.4517646046194084,0.6204383189935991,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.5,970.4954223632812
53,453036,4610,569346,1501616230,1.0,0.999618035744216,0.9899267119127011,0.44311813001402606,0.6121992286632415,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.55,970.4954223632812
54,442274,1850,580108,1501618990,1.0,0.9996127104614857,0.9958344966721006,0.432591731857564,0.6031669832922607,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.6000000000000001,970.4954223632812
55,441626,1850,580756,1501618990,1.0,0.9996122792213946,0.9958284101056202,0.43195791788196586,0.6025494966088121,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.65,970.4954223632812
56,440950,0,581432,1501620840,1.0,0.9996130605113128,1.0,0.43129671688273075,0.6026656971897014,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.7000000000000001,970.4954223632812
57,435070,0,587312,1501620840,1.0,0.9996091474067821,1.0,0.42554544191896965,0.5970282383227715,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.75,970.4954223632812
58,188954,0,833428,1501620840,1.0,0.9994453586934025,1.0,0.18481741658206033,0.3119761981811818,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.8,970.4954223632812
59,181836,0,840546,1501620840,1.0,0.9994406217073396,1.0,0.17785524393035088,0.3019984753591127,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.8500000000000001,970.4954223632812
60,172738,0,849644,1501620840,1.0,0.9994345670432205,1.0,0.16895641746431372,0.2890722270566972,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.9,970.4954223632812
61,52128,0,970254,1501620840,1.0,0.9993543018157639,1.0,0.05098681314811881,0.09702655163749058,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,0.9500000000000001,970.4954223632812
62,0,0,1022382,1501620840,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,2,1.0,970.4954223632812
63,1005886,1488790726,165568,123160304,1.0,0.07697257414211331,0.0006751834390666476,0.8586645314284641,0.001349305894523431,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.0,941.838623046875
64,1003768,1369945760,167686,242005270,1.0,0.15064512484967632,0.0007321699154485576,0.8568565218950125,0.0014630896446709972,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.05,941.838623046875
65,964664,464336164,206790,1147614866,1.0,0.7120225162021857,0.002073204993308114,0.8234757830866598,0.0041359970880327675,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.1,941.838623046875
66,960810,1752370,210644,1610198660,1.0,0.9987830967459257,0.35412689169166806,0.8201858545021827,0.4946720849377316,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.15000000000000002,941.838623046875
67,925858,193364,245596,1611757666,1.0,0.999727881791771,0.8272335604553878,0.7903494290001998,0.8083709786979913,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.2,941.838623046875
68,915538,103118,255916,1611847912,1.0,0.9997774291762955,0.8987705368642603,0.7815398641346566,0.8360657683860628,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.25,941.838623046875
69,898690,38308,272764,1611912722,1.0,0.999807161574471,0.9591162414434182,0.7671577373076536,0.8524642723666463,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.30000000000000004,941.838623046875
70,896400,37956,275054,1611913074,1.0,0.999805960177789,0.9593773679411274,0.7652029016931096,0.8513588595362354,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.35000000000000003,941.838623046875
71,871570,3330,299884,1611947700,1.0,0.9998120328722664,0.9961938507257972,0.7440070203354122,0.8518272009632741,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.4,941.838623046875
72,827578,3132,343876,1611947898,1.0,0.9997848842828478,0.9962297311937981,0.7064536891760155,0.8266835284222471,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.45,941.838623046875
73,789338,3132,382116,1611947898,1.0,0.9997611787053859,0.9960477999167161,0.6738104953331501,0.8038376230444763,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.5,941.838623046875
74,713856,3132,457598,1611947898,1.0,0.9997143862263592,0.9956317260539925,0.6093760403737577,0.756026396362716,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.55,941.838623046875
75,674538,12,496916,1611951018,1.0,0.9996919465168151,0.9999822103624638,0.5758126226040459,0.7308088173156722,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.6000000000000001,941.838623046875
76,662526,12,508928,1611951018,1.0,0.9996845000890832,0.9999818878313395,0.5655586988477567,0.722496063232555,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.65,941.838623046875
77,624722,0,546732,1611951030,1.0,0.9996610722338677,1.0,0.5332876920476605,0.6956133474670634,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.7000000000000001,941.838623046875
78,582286,0,589168,1611951030,1.0,0.9996347654900085,1.0,0.49706262473814594,0.6640505434100836,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.75,941.838623046875
79,422554,0,748900,1611951030,1.0,0.9995357451108468,1.0,0.36070899924367494,0.5301780166724382,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.8,941.838623046875
80,408394,0,763060,1611951030,1.0,0.9995269671041297,1.0,0.3486214567537436,0.5170041674895306,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.8500000000000001,941.838623046875
81,352656,0,818798,1611951030,1.0,0.9994924142412487,1.0,0.30104127007974707,0.462769747590397,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.9,941.838623046875
82,203120,0,968334,1611951030,1.0,0.9993997145228558,1.0,0.1733913580900317,0.29553883603210884,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,0.9500000000000001,941.838623046875
83,0,0,1171454,1611951030,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,3,1.0,941.838623046875
84,788606,1523318038,0,119017752,1.0,0.07291374791321642,0.0005174217979460497,1.0,0.0010343084221686703,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.0,944.5961303710938
85,788606,1221725358,0,420610432,1.0,0.25646204208631324,0.0006450691143189265,1.0,0.001289306536812066,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.05,944.5961303710938
86,787544,277180336,1062,1365155454,1.0,0.8313083302306468,0.0028332194352815154,0.9986533199088011,0.005650408435698247,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.1,944.5961303710938
87,727348,2597808,61258,1639737982,1.0,0.9983817013450271,0.21874101545912433,0.9223211591086043,0.35361695693625445,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.15000000000000002,944.5961303710938
88,719502,218660,69104,1642117130,1.0,0.999824867794124,0.7669272471065764,0.9123719576062064,0.8333510929088331,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.2,944.5961303710938
89,684710,62058,103896,1642273732,1.0,0.9998990009518427,0.9168978852869968,0.8682536019254228,0.8919129801598827,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.25,944.5961303710938
90,675496,32758,113110,1642303032,1.0,0.9999112252241187,0.9537482315666413,0.8565696938648704,0.9025506727416057,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.30000000000000004,944.5961303710938
91,627828,19354,160778,1642316436,1.0,0.9998903722685644,0.9700949655583746,0.7961237931235623,0.8745413668313149,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.35000000000000003,944.5961303710938
92,558386,1702,230220,1642334088,1.0,0.9998588530481535,0.9969611918127151,0.7080671463316283,0.828039570132291,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.4,944.5961303710938
93,502596,54,286010,1642335736,1.0,0.9998259024084261,0.999892569382274,0.6373220594314525,0.7784606615574293,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.45,944.5961303710938
94,497294,52,291312,1642335738,1.0,0.9998226768461905,0.9998954450221778,0.6305988034582541,0.7734254466729708,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.5,944.5961303710938
95,467730,0,320876,1642335790,1.0,0.9998047159419086,1.0,0.5931098672848039,0.7445938029316999,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.55,944.5961303710938
96,438394,0,350212,1642335790,1.0,0.9997868621506366,1.0,0.5559100488710459,0.7145786471067646,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.6000000000000001,944.5961303710938
97,428584,0,360022,1642335790,1.0,0.9997808918175176,1.0,0.5434703768421747,0.7042187333119727,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.65,944.5961303710938
98,420406,0,368200,1642335790,1.0,0.9997759147141285,1.0,0.5331001793037334,0.6954538085643485,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.7000000000000001,944.5961303710938
99,410106,0,378500,1642335790,1.0,0.9997696461686519,1.0,0.5200391577035934,0.6842444223466521,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.75,944.5961303710938
100,379918,0,408688,1642335790,1.0,0.9997512738530357,1.0,0.4817589518720375,0.6502527975463063,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.8,944.5961303710938
101,355518,0,433088,1642335790,1.0,0.9997364240948194,1.0,0.4508182793435505,0.6214676031618951,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.8500000000000001,944.5961303710938
102,326532,0,462074,1642335790,1.0,0.9997187833123744,1.0,0.4140622820521274,0.5856351411215474,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.9,944.5961303710938
103,155372,0,633234,1642335790,1.0,0.9996146159100665,1.0,0.19702107262688845,0.32918563780088095,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,0.9500000000000001,944.5961303710938
104,0,0,788606,1642335790,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,0,1.0,0.0,4,1.0,944.5961303710938
105,834538,1429252454,221898,90405540,1.0,0.059998166782700944,0.0005835575071086305,0.7899560408770622,0.001166253477705241,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.0,177.7212677001953
106,834538,1185209486,221898,334448508,1.0,0.22047732262263073,0.0007036315542364724,0.7899560408770622,0.0014060107431851218,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.05,177.7212677001953
107,834538,472221474,221898,1047436520,1.0,0.6893280140703341,0.0017641420441349342,0.7899560408770622,0.0035204222269228417,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.1,177.7212677001953
108,819366,5144818,237070,1514513176,1.0,0.9964609476349876,0.13738107342094075,0.775594546191156,0.23341699166170513,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.15000000000000002,177.7212677001953
109,778328,440104,278108,1519217890,1.0,0.9995277140889628,0.638794778863326,0.7367488423340364,0.6842840991213557,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.2,177.7212677001953
110,774270,69898,282166,1519588096,1.0,0.9997684877626892,0.9171989461813288,0.7329076252607825,0.8147620440659916,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.25,177.7212677001953
111,758198,32102,298238,1519625892,1.0,0.9997827731535368,0.9593799822852082,0.7176942095877081,0.8211222394538255,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.30000000000000004,177.7212677001953
112,732790,30202,323646,1519627792,1.0,0.9997673146298743,0.9604163608530627,0.6936435335410759,0.8055168987176191,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.35000000000000003,177.7212677001953
113,696924,30202,359512,1519627792,1.0,0.9997437296626428,0.9584638700857898,0.6596935356235494,0.7814968024660763,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.4,177.7212677001953
114,591942,30202,464494,1519627792,1.0,0.9996746950050313,0.9514549686246271,0.5603197922070055,0.7052889942689654,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.45,177.7212677001953
115,584846,24014,471590,1519633980,1.0,0.9996740979172533,0.960559077620471,0.5536028685126216,0.7023928478780949,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.5,177.7212677001953
116,559968,23966,496468,1519634028,1.0,0.9996577700653502,0.9589576904239178,0.5300538792695441,0.682733773477935,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.55,177.7212677001953
117,525850,23966,530586,1519634028,1.0,0.9996353345578499,0.9564108720008149,0.4977585012248731,0.6547540485552703,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.6000000000000001,177.7212677001953
118,501886,23870,554550,1519634124,1.0,0.9996196393033503,0.9545987111892209,0.47507468507320844,0.6344185787818419,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.65,177.7212677001953
119,491530,23870,564906,1519634124,1.0,0.9996128293462698,0.953686457120683,0.46527191424752656,0.6254214816303991,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.7000000000000001,177.7212677001953
120,488220,23868,568216,1519634126,1.0,0.9996106540529112,0.9533908234522191,0.46213873817249695,0.6225215552965718,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.75,177.7212677001953
121,398726,0,657710,1519657994,1.0,0.9995674993364796,1.0,0.3774256083662427,0.5480159597350672,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.8,177.7212677001953
122,317458,0,738978,1519657994,1.0,0.9995140586651762,1.0,0.30049903638270564,0.4621288105195889,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.8500000000000001,177.7212677001953
123,232248,0,824188,1519657994,1.0,0.9994580257912066,1.0,0.21984105047537192,0.3604421254551155,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.9,177.7212677001953
124,177882,0,878554,1519657994,1.0,0.9994222754892909,1.0,0.16837934337716626,0.288227182946372,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,0.9500000000000001,177.7212677001953
125,0,0,1056436,1519657994,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,0,1.0,177.7212677001953
126,1345060,1583284670,0,127916802,1.0,0.0754793283479669,0.0008488165875822612,1.0,0.0016961934180555291,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.0,188.880615234375
127,1345048,1397284950,12,313916522,1.0,0.18408934537493782,0.0009616896548217751,0.9999910784649012,0.0019215313763111344,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.05,188.880615234375
128,1304906,366993654,40154,1344207818,1.0,0.7856795122691592,0.0035430657127738974,0.9701470566368786,0.007060346395265797,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.1,188.880615234375
129,1303050,5381800,42010,1705819672,1.0,0.9968328977352424,0.1949258397720218,0.9687671925415967,0.3245490920819785,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.15000000000000002,188.880615234375
130,1285264,1254148,59796,1709947324,1.0,0.9992327542782353,0.5061266151376775,0.9555439906026497,0.6617445047872658,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.2,188.880615234375
131,1271592,195162,73468,1711006310,1.0,0.999843140028618,0.8669429229441338,0.9453793882800767,0.9044638087725576,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.25,188.880615234375
132,1268682,175262,76378,1711026210,1.0,0.9998530609269308,0.8786227166704526,0.9432159160186163,0.9097742419874623,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.30000000000000004,188.880615234375
133,965830,174694,379230,1711026778,1.0,0.999676549518714,0.8468300535543312,0.7180571870399833,0.7771453308357311,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.35000000000000003,188.880615234375
134,961740,174324,383320,1711027148,1.0,0.9996743773149633,0.8465544194693256,0.7150164304938069,0.7752454129660589,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.4,188.880615234375
135,908722,28354,436338,1711173118,1.0,0.9997286543802946,0.9697420486705454,0.6755996015047656,0.7963784805112403,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.45,188.880615234375
136,906142,28354,438918,1711173118,1.0,0.9997271478518868,0.9696585111118721,0.6736814714585223,0.7950162224573557,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.5,188.880615234375
137,801678,1734,543382,1711199738,1.0,0.9996816927366269,0.9978417051276307,0.5960165345783831,0.7462773543243757,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.55,188.880615234375
138,676066,1574,668994,1711199898,1.0,0.9996084380847644,0.9976772327489523,0.5026288790091148,0.6684787660058338,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.6000000000000001,188.880615234375
139,671508,1574,673552,1711199898,1.0,0.999605776551244,0.9976615033532319,0.49924018259408504,0.6654715079513731,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.65,188.880615234375
140,664846,34,680214,1711201438,1.0,0.9996027856836067,0.9999488629527132,0.4942872436917312,0.6615580564593967,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.7000000000000001,188.880615234375
141,551738,0,793322,1711201472,1.0,0.9995367588645468,1.0,0.4101958276954188,0.5817572561759344,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.75,188.880615234375
142,359474,0,985586,1711201472,1.0,0.9994244909661818,1.0,0.26725499234234906,0.42178566106630905,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.8,188.880615234375
143,355212,0,989848,1711201472,1.0,0.9994220022746804,1.0,0.2640863604597564,0.41782961784937933,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.8500000000000001,188.880615234375
144,277214,0,1067846,1711201472,1.0,0.9993764572348566,1.0,0.2060978692400339,0.34175977670849683,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.9,188.880615234375
145,91892,0,1253168,1711201472,1.0,0.9992682429489746,1.0,0.06831814194162342,0.12789849626153135,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,0.9500000000000001,188.880615234375
146,0,0,1345060,1711201472,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,1,1.0,188.880615234375
147,1010106,1350433716,12276,151187124,1.0,0.101286338481218,0.0007474272948357893,0.9879927463511682,0.0014937245707324158,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,2,0.0,124.24998474121094
148,1010106,1142990304,12276,358630536,1.0,0.23933867782754356,0.0008829594737645242,0.9879927463511682,0.001764342172151277,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,2,0.05,124.24998474121094
149,964880,283976950,57502,1217643890,1.0,0.8109767855459704,0.003386235008036553,0.9437568345295594,0.006748257016161169,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,2,0.1,124.24998474121094
150,898298,1770436,124084,1499850404,1.0,0.9987392083681192,0.33660080022962197,0.8786324485368483,0.48673517711174613,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,2,0.15000000000000002,124.24998474121094
151,782348,400440,240034,1501220400,1.0,0.9995737684164658,0.6614439781262577,0.7652208274402327,0.7095579932612905,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,2,0.2,124.24998474121094
152,763884,266984,258498,1501353856,1.0,0.9996502948988113,0.7410104882487379,0.7471610415676332,0.744073054912943,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,2,0.25,124.24998474121094
153,725236,11444,297146,1501609396,1.0,0.9997946352164759,0.9844654395395559,0.7093591240847354,0.8245712771920489,1,0.1,0,1e-05,100,True,8,0,1.0,1e-06,2,0.30000000000000004,124.24998474121094
