,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,max_epochs,warmup_frac,calibration_frac,transformer_lr,score_lr,use_counts,batch_size,regularization,norm,alpha_decay,fold,threshold,alpha
95,509614,8,278992,1642335782,1.0,0.999830201535149,0.9999843020905691,0.646221306964441,0.7850916788114259,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.55,24.04096031188965
96,462034,8,326572,1642335782,1.0,0.9998012445066271,0.9999826855567243,0.5858869955338915,0.7388713690822678,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.6000000000000001,24.04096031188965
97,440812,8,347794,1642335782,1.0,0.9997883288685587,0.9999818520030852,0.558976218796205,0.7171021273342194,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.65,24.04096031188965
98,437222,0,351384,1642335790,1.0,0.9997861488753649,1.0,0.5544238821413989,0.7133496705900012,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.7000000000000001,24.04096031188965
99,432592,0,356014,1642335790,1.0,0.9997833310728836,1.0,0.5485527627230835,0.7084715173133267,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.75,24.04096031188965
100,426720,0,361886,1642335790,1.0,0.9997797573933653,1.0,0.5411067123506542,0.702231335460609,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.8,24.04096031188965
101,418470,0,370136,1642335790,1.0,0.9997747364710177,1.0,0.5306452144670469,0.6933614784818851,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.8500000000000001,24.04096031188965
102,388842,0,399764,1642335790,1.0,0.9997567049695244,1.0,0.49307512243122675,0.6604826709969358,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.9,24.04096031188965
103,263306,0,525300,1642335790,1.0,0.9996803041806945,1.0,0.3338878983928603,0.5006236263109461,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,0.9500000000000001,24.04096031188965
104,0,0,788606,1642335790,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,0.0,1.0,1e-06,4,1.0,24.04096031188965
105,834538,1429252454,221898,90405540,1.0,0.059998166782700944,0.0005835575071086305,0.7899560408770622,0.001166253477705241,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.0,142.1942138671875
106,833586,850352260,222850,669305734,1.0,0.44067400609856777,0.0009793231453710052,0.7890548977884131,0.001956218360919108,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.05,142.1942138671875
107,808252,90749158,248184,1428908836,1.0,0.940161452929726,0.008827816339496716,0.7650742685785036,0.017454236810336116,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.1,142.1942138671875
108,779258,821718,277178,1518836276,1.0,0.9992773817501028,0.48673933900320804,0.7376291606874434,0.5864788749354635,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.15000000000000002,142.1942138671875
109,777806,88546,278630,1519569448,1.0,0.9997585503282165,0.8977944299776535,0.7362547281614787,0.8090397901380704,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.2,142.1942138671875
110,775612,75376,280824,1519582618,1.0,0.9997657679884053,0.9114253079949424,0.7341779341105377,0.8132559934235912,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.25,142.1942138671875
111,697758,34070,358678,1519623924,1.0,0.9997417345477546,0.9534453450810846,0.6604829824049919,0.7803747097743957,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.30000000000000004,142.1942138671875
112,687266,23964,369170,1519634030,1.0,0.9997414807196904,0.9663062581724617,0.6505514768523601,0.7775971252487743,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.35000000000000003,142.1942138671875
113,665610,23964,390826,1519634030,1.0,0.9997272400446677,0.965248109702512,0.6300523647433446,0.7624354957875384,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.4,142.1942138671875
114,657770,96,398666,1519657898,1.0,0.9997377798276038,0.999854073625936,0.6226311863662352,0.7673910431184238,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.45,142.1942138671875
115,632176,96,424260,1519657898,1.0,0.9997209495802575,0.999848166611838,0.5984044466489215,0.7487096644298481,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.5,142.1942138671875
116,626926,0,429510,1519657994,1.0,0.999717560383773,1.0,0.5934349075571071,0.7448498896850471,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.55,142.1942138671875
117,548044,0,508392,1519657994,1.0,0.999665688711851,1.0,0.5187668727684404,0.6831422018348624,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.6000000000000001,142.1942138671875
118,526676,0,529760,1519657994,1.0,0.999651637421498,1.0,0.49854037537531853,0.6653679588051887,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.65,142.1942138671875
119,456562,0,599874,1519657994,1.0,0.9996055314606307,1.0,0.432171944159419,0.6035196345269458,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.7000000000000001,142.1942138671875
120,406058,0,650378,1519657994,1.0,0.9995723207545285,1.0,0.3843659246750395,0.5552952695874308,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.75,142.1942138671875
121,405614,0,650822,1519657994,1.0,0.9995720287864961,1.0,0.3839456436547032,0.5548565370541364,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.8,142.1942138671875
122,397732,0,658704,1519657994,1.0,0.999566845696335,1.0,0.3764847089648592,0.547023452585946,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.8500000000000001,142.1942138671875
123,309246,0,747190,1519657994,1.0,0.9995086585717478,1.0,0.29272573066423335,0.4528814174895766,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.9,142.1942138671875
124,184178,0,872258,1519657994,1.0,0.9994264156485975,1.0,0.17433900397184496,0.29691426986959685,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,0.9500000000000001,142.1942138671875
125,0,0,1056436,1519657994,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,0,1.0,142.1942138671875
126,1345060,1583284670,0,127916802,1.0,0.0754793283479669,0.0008488165875822612,1.0,0.0016961934180555291,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.0,170.8879852294922
127,1345060,1169751202,0,541450270,1.0,0.316952164427378,0.0011485477698501953,1.0,0.0022944602425058504,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.05,170.8879852294922
128,1327392,22879142,17668,1688322330,1.0,0.9866299632902471,0.05483610334300648,0.9868645264895246,0.10389895831939096,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.1,170.8879852294922
129,1327390,2130314,17670,1709071158,1.0,0.9987457368545242,0.38389347381962136,0.9868630395670082,0.552760868533203,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.15000000000000002,170.8879852294922
130,1029400,1528746,315660,1709672726,1.0,0.9989230038626478,0.40240080120524785,0.7653190192259082,0.5274638335768084,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.2,170.8879852294922
131,990812,1431692,354248,1709769780,1.0,0.998957143664929,0.40900324622787,0.736630336193181,0.5259695654805068,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.25,170.8879852294922
132,987932,237506,357128,1710963966,1.0,0.999652777901862,0.8061868491102773,0.7344891677694675,0.7686697285895574,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.30000000000000004,170.8879852294922
133,984448,237136,360612,1710964336,1.0,0.9996509595571095,0.8058782695254686,0.7318989487457809,0.767109112132419,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.35000000000000003,170.8879852294922
134,978936,28328,366124,1711173144,1.0,0.9997696693242318,0.9718762906249008,0.727800990290396,0.8323139159401512,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.4,170.8879852294922
135,952964,28294,392096,1711173178,1.0,0.9997545234584025,0.9711655854015967,0.7084918144915469,0.8192895382316605,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.45,170.8879852294922
136,939472,27664,405588,1711173808,1.0,0.9997470130055421,0.971395956721702,0.698461035195456,0.8126231513245418,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.5,170.8879852294922
137,938508,27664,406552,1711173808,1.0,0.9997464501011293,0.9713674169816554,0.6977443385425185,0.8121279040788635,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.55,170.8879852294922
138,938084,24,406976,1711201448,1.0,0.9997623422240535,0.9999744165916931,0.6974291109690274,0.8217389171537092,1,0.1,0,1e-05,100,True,8,1e-08,1.0,1e-06,1,0.6000000000000001,170.8879852294922
