,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,seed,threshold,train_counts,test_counts
768,850004,4296,1477508,9843846884,1.0,0.9998495046610109,0.9949713215498068,0.36519854677440977,0.5342892666191467,8,0.54,True,True
769,602,20,1002,7247932,1.0,0.9998590258493072,0.9678456591639871,0.37531172069825436,0.5408805031446541,8,0.54,True,False
770,846206,2956,1481306,9843848224,1.0,0.9998492550210158,0.9965189210068279,0.3635667614173418,0.5327622538541883,8,0.56,True,True
771,580,18,1024,7247934,1.0,0.9998562670596655,0.9698996655518395,0.36159600997506236,0.5267938237965486,8,0.56,True,False
772,829922,2886,1497590,9843848294,1.0,0.9998476082907962,0.9965346154215617,0.3565704494756633,0.5252139023896314,8,0.58,True,True
773,570,16,1034,7247936,1.0,0.9998551635438088,0.9726962457337884,0.3553615960099751,0.5205479452054795,8,0.58,True,False
774,827660,2884,1499852,9843848296,1.0,0.9998473787601254,0.9965275771060895,0.35559859626932105,0.5241578996699235,8,0.6,True,True
775,560,14,1044,7247938,1.0,0.9998540600279521,0.975609756097561,0.3491271820448878,0.5142332415059688,8,0.6,True,False
776,679906,2644,1647606,9843848536,1.0,0.9998323969073057,0.996126291114204,0.2921170760881147,0.4517554787908023,8,0.62,True,True
777,546,12,1058,7247940,1.0,0.999852404754167,0.978494623655914,0.3403990024937656,0.5050878815911194,8,0.62,True,False
778,677472,2640,1650040,9843848540,1.0,0.9998321501110534,0.9961182863998871,0.2910713242294777,0.45050312140081344,8,0.64,True,True
779,534,10,1070,7247942,1.0,0.9998510253593461,0.9816176470588235,0.3329177057356609,0.4972067039106146,8,0.64,True,False
780,666982,2640,1660530,9843848540,1.0,0.9998310847231169,0.9960574772035566,0.2865643657261488,0.44507986629893764,8,0.66,True,True
781,524,10,1080,7247942,1.0,0.9998496459645253,0.9812734082397003,0.3266832917705736,0.49017773620205807,8,0.66,True,False
782,546806,2640,1780706,9843848540,1.0,0.9998188793789159,0.9951951602159266,0.2349315492250953,0.38012789898218885,8,0.68,True,True
783,484,10,1120,7247942,1.0,0.9998441283852418,0.979757085020243,0.30174563591022446,0.4613918017159199,8,0.68,True,False
784,540808,2640,1786704,9843848540,1.0,0.999818270208578,0.9951421295137713,0.2323545485479774,0.3767436676233734,8,0.7000000000000001,True,True
785,468,10,1136,7247942,1.0,0.9998419213535285,0.9790794979079498,0.29177057356608477,0.44956772334293954,8,0.7000000000000001,True,False
786,529648,2630,1797864,9843848550,1.0,0.9998171377895606,0.9950589729427104,0.22755972901536062,0.37041041475073344,8,0.72,True,True
787,450,6,1154,7247946,1.0,0.9998399902007792,0.9868421052631579,0.2805486284289277,0.4368932038834951,8,0.72,True,False
788,498624,2630,1828888,9843848550,1.0,0.9998139869225116,0.9947531590770348,0.21423047442934773,0.3525381738892507,8,0.74,True,True
789,410,6,1194,7247946,1.0,0.9998344726214957,0.9855769230769231,0.25561097256857856,0.4059405940594059,8,0.74,True,False
790,490362,1200,1837150,9843849980,1.0,0.9998132930492625,0.9975588023484322,0.21068076125923305,0.347888703879359,8,0.76,True,True
791,390,4,1214,7247948,1.0,0.9998319897108181,0.9898477157360406,0.243142144638404,0.3903903903903905,8,0.76,True,False
792,477722,1200,1849790,9843849980,1.0,0.9998120093025019,0.9974943727788659,0.20525006960221903,0.3404476998211966,8,0.78,True,True
793,368,4,1236,7247948,1.0,0.9998289550422123,0.989247311827957,0.22942643391521197,0.3724696356275304,8,0.78,True,False
794,420100,180,1907412,9843851000,1.0,0.999806260676383,0.999571714095365,0.18049316179680278,0.30577278047246664,8,0.8,True,True
795,338,2,1266,7247950,1.0,0.9998250927367138,0.9941176470588236,0.21072319201995013,0.34773662551440326,8,0.8,True,False
796,377818,180,1949694,9843851000,1.0,0.9998019664215941,0.9995238070042699,0.16232698263209813,0.2792952160590794,8,0.8200000000000001,True,True
797,302,2,1302,7247950,1.0,0.9998201269153587,0.993421052631579,0.1882793017456359,0.3165618448637317,8,0.8200000000000001,True,False
798,367538,180,1959974,9843851000,1.0,0.9998009223617288,0.99951049445499,0.1579102492275013,0.27273219725218256,8,0.84,True,True
799,270,2,1334,7247950,1.0,0.9998157128519319,0.9926470588235294,0.16832917705735662,0.2878464818763326,8,0.84,True,False
800,361990,180,1965522,9843851000,1.0,0.9998003588944007,0.9995029958306872,0.15552658804766634,0.269169366490165,8,0.86,True,True
801,250,2,1354,7247950,1.0,0.9998129540622902,0.9920634920634921,0.15586034912718205,0.26939655172413796,8,0.86,True,False
802,337184,0,1990328,9843851180,1.0,0.9997978578225868,1.0,0.14486885567077634,0.25307502244158436,8,0.88,True,True
803,220,0,1384,7247952,1.0,0.9998090917567918,1.0,0.1371571072319202,0.2412280701754386,8,0.88,True,False
804,312994,0,2014518,9843851180,1.0,0.9997954010319113,1.0,0.13447578358350032,0.23707122801463051,8,0.9,True,True
805,172,0,1432,7247952,1.0,0.9998024706616515,1.0,0.10723192019950124,0.19369369369369366,8,0.9,True,False
806,221082,0,2106430,9843851180,1.0,0.9997860662429667,1.0,0.09498640608512438,0.1734933065054693,8,0.92,True,True
807,136,0,1468,7247952,1.0,0.9997975048402964,1.0,0.08478802992518704,0.15632183908045977,8,0.92,True,False
808,142296,0,2185216,9843851180,1.0,0.9997780645600333,1.0,0.061136526900828006,0.11522839022304568,8,0.9400000000000001,True,True
809,94,0,1510,7247952,1.0,0.9997917113820488,1.0,0.05860349127182045,0.11071849234393404,8,0.9400000000000001,True,False
810,60540,0,2266972,9843851180,1.0,0.9997697612372359,1.0,0.02601060703446427,0.05070241351528358,8,0.96,True,True
811,56,0,1548,7247952,1.0,0.9997864696817295,1.0,0.034912718204488775,0.06746987951807228,8,0.96,True,False
812,34288,0,2293224,9843851180,1.0,0.9997670950252139,1.0,0.014731610406305102,0.029035481412482005,8,0.98,True,True
813,8,0,1596,7247952,1.0,0.9997798485865893,1.0,0.004987531172069825,0.009925558312655087,8,0.98,True,False
814,32286,0,2295226,9843851180,1.0,0.9997668916976019,1.0,0.013871464465059685,0.02736335906717439,8,1.0,True,True
815,6,0,1598,7247952,1.0,0.9997795727076251,1.0,0.003740648379052369,0.007453416149068324,8,1.0,True,False
816,2438006,10953398234,0,0,1.0,0.00022253034333415703,0.00022253034333415703,1.0,0.00044496166919529755,9,0.0,True,True
817,1610,7328946,0,0,1.0,0.00021962863389898393,0.00021962863389898393,1.0,0.0004391608155079959,9,0.0,True,False
818,1526756,43505230,911250,10909893004,1.0,0.9959458612718366,0.03390381228134153,0.6262314366740689,0.06432510037077739,9,0.02,True,True
819,1194,13948,416,7314998,1.0,0.9980405306227795,0.07885352001056664,0.7416149068322981,0.14255014326647567,9,0.02,True,False
820,1337978,10360444,1100028,10943037790,1.0,0.9989539390924668,0.11437251964410243,0.5488001260046119,0.18929506095882212,9,0.04,True,True
821,1120,2160,490,7326786,1.0,0.9996384994535203,0.34146341463414637,0.6956521739130435,0.45807770961145194,9,0.04,True,False
822,1233330,8048282,1204676,10945349952,1.0,0.9991554311512784,0.1328788576811873,0.5058765236836988,0.2104727304251726,9,0.06,True,True
823,1070,1076,540,7327870,1.0,0.9997795528742977,0.49860205032618826,0.6645962732919255,0.56975505857295,9,0.06,True,False
824,1232168,7784534,1205838,10945613700,1.0,0.9991793988333656,0.1366539561804305,0.5053999046761986,0.21513739154241207,9,0.08,True,True
825,1052,708,558,7328238,1.0,0.9998272982294931,0.5977272727272728,0.653416149068323,0.6243323442136499,9,0.08,True,False
826,1122734,5715148,1315272,10947683086,1.0,0.9993582945339825,0.16419323995354118,0.4605132226910024,0.2420757991040858,9,0.1,True,True
827,982,470,628,7328476,1.0,0.9998502159999869,0.6763085399449036,0.6099378881987577,0.6414108425865448,9,0.1,True,False
828,1012110,4531794,1425896,10948866440,1.0,0.9994562085568377,0.18256268506813972,0.41513843690294444,0.25360095515985526,9,0.12,True,True
829,946,382,664,7328564,1.0,0.9998573095956159,0.7123493975903614,0.5875776397515527,0.6439754935330155,9,0.12,True,False
830,944002,4338684,1494004,10949059550,1.0,0.9994676181833839,0.1786973520667327,0.38720249252873046,0.24453818388299906,9,0.14,True,True
831,914,316,696,7328630,1.0,0.9998619477158349,0.7430894308943089,0.5677018633540373,0.6436619718309858,9,0.14,True,False
832,876606,4157308,1561400,10949240926,1.0,0.9994780217707964,0.17414004291690321,0.3595585900937077,0.2346400925063437,9,0.16,True,True
833,890,272,720,7328674,1.0,0.9998646760218461,0.76592082616179,0.5527950310559007,0.6421356421356421,9,0.16,True,False
834,870392,2488502,1567614,10950909732,1.0,0.9996297757732823,0.2591305352297512,0.35700978586599047,0.3002956752747158,9,0.18,True,True
835,856,202,754,7328744,1.0,0.9998695869726661,0.8090737240075614,0.5316770186335403,0.64167916041979,9,0.18,True,False
836,841414,2280432,1596592,10951117802,1.0,0.9996461224944341,0.26952450569310593,0.3451238430094101,0.30267496329038973,9,0.2,True,True
837,814,168,796,7328778,1.0,0.9998684956502617,0.8289205702647657,0.5055900621118012,0.6280864197530864,9,0.2,True,False
838,840916,601984,1597090,10952796250,1.0,0.999799278306847,0.5827957585418255,0.34491957772048143,0.4333606637213063,9,0.22,True,True
839,808,154,802,7328792,1.0,0.9998695869726661,0.83991683991684,0.5018633540372671,0.6283048211508554,9,0.22,True,False
840,840466,557376,1597540,10952840858,1.0,0.9998033088526704,0.6012596559553941,0.34473500065217233,0.43821652995634863,9,0.24,True,True
841,802,122,808,7328824,1.0,0.9998731337704807,0.8679653679653679,0.49813664596273294,0.632991318074191,9,0.24,True,False
842,837292,547066,1600714,10952851168,1.0,0.9998039601950093,0.6048233188235991,0.3434331170636988,0.43810165646181265,9,0.26,True,True
843,788,108,822,7328838,1.0,0.9998731337704807,0.8794642857142857,0.4894409937888199,0.6288906624102155,9,0.26,True,False
844,805692,469986,1632314,10952928248,1.0,0.9998081114071125,0.6315794424611854,0.33047170515577073,0.43390444636646525,9,0.28,True,True
845,774,72,836,7328874,1.0,0.999876134907093,0.9148936170212766,0.48074534161490684,0.6302931596091205,9,0.28,True,False
846,789218,389526,1648788,10953008708,1.0,0.9998139517645802,0.6695414780478204,0.323714543770606,0.43642386120135485,9,0.3,True,True
847,764,66,846,7328880,1.0,0.9998755892458908,0.9204819277108434,0.4745341614906832,0.6262295081967213,9,0.3,True,False
848,787108,186152,1650898,10953212082,1.0,0.9998323222472701,0.8087335347183692,0.32284908240586774,0.46147559293236,9,0.32,True,True
849,738,54,872,7328892,1.0,0.9998736794316829,0.9318181818181818,0.4583850931677019,0.6144879267277269,9,0.32,True,False
850,782002,162398,1656004,10953235836,1.0,0.9998340243537631,0.8280410842863194,0.3207547479374538,0.46239392905523463,9,0.34,True,True
851,714,36,896,7328910,1.0,0.9998728609398796,0.952,0.4434782608695652,0.6050847457627118,9,0.34,True,False
852,706416,82830,1731590,10953315404,1.0,0.9998343878130109,0.895051732919774,0.28975154285920546,0.4377817412461128,9,0.36,True,True
853,706,28,904,7328918,1.0,0.9998728609398796,0.9618528610354223,0.43850931677018634,0.6023890784982935,9,0.36,True,False
854,682562,82666,1755444,10953315568,1.0,0.999832225495185,0.8919720658418144,0.2799673175537714,0.42617055138650506,9,0.38,True,True
855,684,26,926,7328920,1.0,0.9998701326338685,0.9633802816901409,0.4248447204968944,0.5896551724137932,9,0.38,True,False
856,677428,82636,1760578,10953315598,1.0,0.9998317596247678,0.8912775766251263,0.277861498289996,0.42364801270766433,9,0.4,True,True
857,668,24,942,7328922,1.0,0.9998682228196606,0.9653179190751445,0.41490683229813663,0.580364900086881,9,0.4,True,False
858,674366,38112,1763640,10953360122,1.0,0.9998355440917032,0.9465078219959072,0.2766055538829683,0.4281031105061953,9,0.42,True,True
859,646,14,964,7328932,1.0,0.9998665858360539,0.9787878787878788,0.4012422360248447,0.5691629955947136,9,0.42,True,False
860,672246,38112,1765760,10953360122,1.0,0.999835350587533,0.9463481793687126,0.27573599080560096,0.4270446492209922,9,0.44,True,True
861,644,14,966,7328932,1.0,0.9998663130054528,0.9787234042553191,0.4,0.5679012345679012,9,0.44,True,False
862,655634,38112,1782372,10953360122,1.0,0.9998338343180638,0.9450634670326027,0.26892222578615477,0.4187010976603511,9,0.46,True,True
863,622,14,988,7328932,1.0,0.9998633118688405,0.9779874213836478,0.38633540372670805,0.553873552983081,9,0.46,True,False
864,655366,38112,1782640,10953360122,1.0,0.999833809856216,0.9450422363795247,0.2688122998876951,0.4185657662628965,9,0.48,True,True
865,618,14,992,7328932,1.0,0.9998627662076383,0.9778481012658228,0.3838509316770186,0.551293487957181,9,0.48,True,False
866,642882,38112,1795124,10953360122,1.0,0.9998326703722252,0.9440347492048388,0.2636917218415377,0.41223597306829113,9,0.5,True,True
867,596,14,1014,7328932,1.0,0.999859765071026,0.9770491803278688,0.3701863354037267,0.5369369369369369,9,0.5,True,False
868,641910,37356,1796096,10953360878,1.0,0.999832650656706,0.9450053440036745,0.26329303537399007,0.41184086598795366,9,0.52,True,True
869,588,12,1022,7328934,1.0,0.9998589465792226,0.98,0.3652173913043478,0.5321266968325792,9,0.52,True,False
870,623060,524,1814946,10953397710,1.0,0.9998342919736815,0.9991596962077283,0.2555613070681532,0.40701726880477135,9,0.54,True,True
871,562,10,1048,7328936,1.0,0.9998556726120092,0.9825174825174825,0.3490683229813665,0.5151237396883593,9,0.54,True,False
872,617540,524,1820466,10953397710,1.0,0.9998337881326346,0.9991521913588237,0.2532971616968949,0.4041399575271509,9,0.56,True,True
873,550,10,1060,7328936,1.0,0.9998540356284026,0.9821428571428571,0.3416149068322981,0.5069124423963134,9,0.56,True,False
874,615078,524,1822928,10953397710,1.0,0.9998335634122256,0.9991488006861576,0.2522873200476127,0.4028532804472611,9,0.58,True,True
875,528,10,1082,7328936,1.0,0.9998510344917902,0.9814126394052045,0.3279503105590062,0.49162011173184356,9,0.58,True,False
876,582274,484,1855732,10953397750,1.0,0.9998305728600412,0.9991694665710295,0.23883206193914208,0.3855143930475866,9,0.6,True,True
877,512,8,1098,7328938,1.0,0.9998491246775825,0.9846153846153847,0.31801242236024846,0.4807511737089202,9,0.6,True,False
878,494104,468,1943902,10953397766,1.0,0.9998225265550337,0.999053727263169,0.2026672616884454,0.3369758621936058,9,0.62,True,True
879,496,6,1114,7328940,1.0,0.9998472148633746,0.9880478087649402,0.30807453416149067,0.4696969696969697,9,0.62,True,False
880,483244,468,1954762,10953397766,1.0,0.9998215353025394,0.9990324821381318,0.1982128017732524,0.33079441616199784,9,0.64,True,True
881,484,6,1126,7328940,1.0,0.9998455778797679,0.9877551020408163,0.30062111801242236,0.46095238095238095,9,0.64,True,False
882,432162,468,2005844,10953397766,1.0,0.999816872764794,0.9989182442271687,0.177260433321329,0.3010914654452881,9,0.66,True,True
883,448,6,1162,7328940,1.0,0.9998406669289478,0.986784140969163,0.2782608695652174,0.4341085271317829,9,0.66,True,False
884,426392,468,2011614,10953397766,1.0,0.9998163461048593,0.9989036217963735,0.1748937451343434,0.2976697688478274,9,0.68,True,True
885,428,6,1182,7328940,1.0,0.9998379386229367,0.9861751152073732,0.26583850931677017,0.4187866927592955,9,0.68,True,False
886,418558,70,2019448,10953398164,1.0,0.9998156673798548,0.9998327871045415,0.1716804634607134,0.29304279092106306,9,0.7000000000000001,True,True
887,406,2,1204,7328944,1.0,0.9998354831475266,0.9950980392156863,0.25217391304347825,0.402378592666006,9,0.7000000000000001,True,False
888,401478,70,2036528,10953398164,1.0,0.9998141083934274,0.9998256746391465,0.1646747382902257,0.2827753936005443,9,0.72,True,True
889,372,2,1238,7328944,1.0,0.9998308450273076,0.9946524064171123,0.231055900621118,0.375,9,0.72,True,False
890,392574,70,2045432,10953398164,1.0,0.9998132956759127,0.9998217214576054,0.16102257336528294,0.2773737480790631,9,0.74,True,True
891,342,2,1268,7328944,1.0,0.9998267525682909,0.9941860465116279,0.2124223602484472,0.35005117707267147,9,0.74,True,False
892,367818,70,2070188,10953398164,1.0,0.9998110360583484,0.9998097246988213,0.1508683735807049,0.2621752639265774,9,0.76,True,True
893,302,2,1308,7328944,1.0,0.9998212959562686,0.993421052631579,0.18757763975155278,0.3155694879832811,9,0.76,True,False
894,340708,70,2097298,10953398164,1.0,0.9998085615781347,0.999794587678782,0.13974863064323878,0.24522093116989302,9,0.78,True,True
895,282,2,1328,7328944,1.0,0.9998185676502573,0.9929577464788732,0.17515527950310558,0.29778247096092925,9,0.78,True,False
896,251106,70,2186900,10953398164,1.0,0.999800383106128,0.9997213109532758,0.10299646514405625,0.18675270026350022,9,0.8,True,True
897,256,2,1354,7328944,1.0,0.9998150208524429,0.9922480620155039,0.15900621118012423,0.27408993576017127,9,0.8,True,False
898,228310,0,2209696,10953398234,1.0,0.9997983087779341,1.0,0.09364620103478007,0.17125502003513463,9,0.8200000000000001,True,True
899,222,0,1388,7328946,1.0,0.999810655562825,1.0,0.13788819875776398,0.24235807860262007,9,0.8200000000000001,True,False
900,190970,0,2247036,10953398234,1.0,0.9997949005488238,1.0,0.07833040607775371,0.1452809002440494,9,0.84,True,True
901,202,0,1408,7328946,1.0,0.9998079272568138,1.0,0.12546583850931678,0.2229580573951435,9,0.84,True,False
902,113418,0,2324588,10953398234,1.0,0.9997878219472182,1.0,0.046520804296626014,0.0889056464154919,9,0.86,True,True
903,178,0,1432,7328946,1.0,0.9998046532896004,1.0,0.11055900621118013,0.19910514541387025,9,0.86,True,False
904,86672,0,2351334,10953398234,1.0,0.9997853806913054,1.0,0.03555036369885882,0.06865984493864168,9,0.88,True,True
905,160,0,1450,7328946,1.0,0.9998021978141903,1.0,0.09937888198757763,0.1807909604519774,9,0.88,True,False
906,67330,0,2370676,10953398234,1.0,0.9997836152395794,1.0,0.027616831131670717,0.05374927754201433,9,0.9,True,True
907,116,0,1494,7328946,1.0,0.9997961955409658,1.0,0.07204968944099378,0.13441483198146,9,0.9,True,False
908,46716,0,2391290,10953398234,1.0,0.9997817336853513,1.0,0.01916156071806222,0.03760259699072974,9,0.92,True,True
909,76,0,1534,7328946,1.0,0.9997907389289434,1.0,0.04720496894409938,0.09015421115065243,9,0.92,True,False
910,20598,0,2417408,10953398234,1.0,0.9997793497504851,1.0,0.008448707673401952,0.01675585006776203,9,0.9400000000000001,True,True
911,30,0,1580,7328946,1.0,0.9997844638251178,1.0,0.018633540372670808,0.03658536585365854,9,0.9400000000000001,True,False
912,16360,0,2421646,10953398234,1.0,0.9997789629246959,1.0,0.006710401861193122,0.013331345039818835,9,0.96,True,True
913,14,0,1596,7328946,1.0,0.9997822811803089,1.0,0.008695652173913044,0.017241379310344827,9,0.96,True,False
914,15762,0,2422244,10953398234,1.0,0.9997789083419159,1.0,0.006465119445973472,0.012847180336527332,9,0.98,True,True
915,6,0,1604,7328946,1.0,0.9997811898579043,1.0,0.0037267080745341614,0.007425742574257425,9,0.98,True,False
916,15762,0,2422244,10953398234,1.0,0.9997789083419159,1.0,0.006465119445973472,0.012847180336527332,9,1.0,True,True
917,6,0,1604,7328946,1.0,0.9997811898579043,1.0,0.0037267080745341614,0.007425742574257425,9,1.0,True,False
918,2345964,9432743762,0,0,1.0,0.00024864246850088726,0.00024864246850088726,1.0,0.0004971613215835329,10,0.0,True,True
919,1524,7221132,0,0,1.0,0.0002110027114679143,0.0002110027114679143,1.0,0.00042191639743195767,10,0.0,True,False
920,1424340,9347164,921624,9423396598,1.0,0.9989116385431182,0.13223223052231145,0.6071448666731459,0.21716691056536214,10,0.02,True,True
921,1156,3284,368,7217848,1.0,0.9994943688305244,0.26036036036036037,0.7585301837270341,0.3876592890677397,10,0.02,True,False
922,1402140,4468354,943824,9428275408,1.0,0.9994263776861511,0.238845316935849,0.5976818058589134,0.3413003510758529,10,0.04,True,True
923,1098,724,426,7220408,1.0,0.9998407787938398,0.6026344676180022,0.7204724409448819,0.6563060370591751,10,0.04,True,False
924,1242660,2407868,1103304,9430335894,1.0,0.9996278602427782,0.3404055522927094,0.5297012230366707,0.41446232230444063,10,0.06,True,True
925,1006,334,518,7220798,1.0,0.9998820378542187,0.7507462686567165,0.6601049868766404,0.7025139664804471,10,0.06,True,False
926,1177822,1795380,1168142,9430948382,1.0,0.9996859042058887,0.3961459732638415,0.502063117763103,0.44285965130623867,10,0.08,True,True
927,960,226,564,7220906,1.0,0.9998906219540291,0.8094435075885329,0.6299212598425197,0.7084870848708487,10,0.08,True,False
928,1173540,1123612,1172424,9431620150,1.0,0.9997566492670787,0.5108673696821108,0.5002378553123578,0.5054967396894672,10,0.1,True,True
929,944,158,580,7220974,1.0,0.999897821521612,0.8566243194192378,0.6194225721784777,0.7189642041127191,10,0.1,True,False
930,1171876,1105910,1174088,9431637852,1.0,0.9997583490919311,0.5144802891931024,0.49952855201529095,0.5068941876182752,10,0.12,True,True
931,920,124,604,7221008,1.0,0.9998992060538395,0.8812260536398467,0.6036745406824147,0.7165109034267912,10,0.12,True,False
932,1150336,1091786,1195628,9431651976,1.0,0.9997575630898669,0.513056827416171,0.4903468254414816,0.501444829063797,10,0.14,True,True
933,894,104,630,7221028,1.0,0.999898375334503,0.8957915831663327,0.5866141732283464,0.7089611419508326,10,0.14,True,False
934,1125728,1091520,1220236,9431652242,1.0,0.9997549831461985,0.5077140671679488,0.4798573209137054,0.4933928119052983,10,0.16,True,True
935,872,92,652,7221040,1.0,0.9998969908022755,0.9045643153526971,0.5721784776902887,0.7009646302250804,10,0.16,True,False
936,1104034,1077484,1241930,9431666278,1.0,0.9997541714951996,0.5060852122237818,0.4706099496837974,0.4877033194168414,10,0.18,True,True
937,846,88,678,7221044,1.0,0.9998939448313751,0.9057815845824411,0.5551181102362205,0.6883645240032547,10,0.18,True,False
938,1097186,1067610,1248778,9431676152,1.0,0.9997544922128704,0.5068311286606221,0.4676908938074071,0.4864750064290719,10,0.2,True,True
939,826,64,698,7221068,1.0,0.999894498644266,0.9280898876404494,0.541994750656168,0.6843413421706712,10,0.2,True,False
940,1094356,1067266,1251608,9431676496,1.0,0.9997542287283596,0.5062661279354115,0.4664845666855928,0.48556189499213104,10,0.22,True,True
941,808,60,716,7221072,1.0,0.9998925602991475,0.9308755760368663,0.5301837270341208,0.6755852842809364,10,0.22,True,False
942,1093792,1064840,1252172,9431678922,1.0,0.9997544260767743,0.5067060990479155,0.46624415378923123,0.48563378380658334,10,0.24,True,True
943,798,54,726,7221078,1.0,0.9998920064862565,0.9366197183098591,0.5236220472440944,0.6717171717171717,10,0.24,True,False
944,1084862,982412,1261102,9431761350,1.0,0.9997622159338011,0.5247790084913756,0.46243761626350616,0.4916399251524618,10,0.26,True,True
945,770,44,754,7221088,1.0,0.9998895143282471,0.9459459459459459,0.505249343832021,0.658682634730539,10,0.26,True,False
946,1081882,982334,1264082,9431761428,1.0,0.9997619083585597,0.5241127866463587,0.4611673495415957,0.4906294074164774,10,0.28,True,True
947,754,42,770,7221090,1.0,0.9998875759831286,0.9472361809045227,0.494750656167979,0.65,10,0.28,True,False
948,1048048,982290,1297916,9431761472,1.0,0.9997583270465658,0.5161938554073263,0.4467451333439047,0.47896511712400114,10,0.3,True,True
949,746,40,778,7221092,1.0,0.9998867452637922,0.9491094147582697,0.489501312335958,0.6458874458874458,10,0.3,True,False
950,1046720,977600,1299244,9431766162,1.0,0.9997586833759804,0.5170723996206134,0.4461790547510533,0.4790169243005718,10,0.32,True,True
951,730,36,794,7221096,1.0,0.9998850838251192,0.9530026109660574,0.479002624671916,0.6375545851528385,10,0.32,True,False
952,954908,977176,1391056,9431766586,1.0,0.99974899740556,0.4942373105931212,0.40704290432419254,0.44642229353200336,10,0.34,True,True
953,710,28,814,7221104,1.0,0.9998834223864462,0.962059620596206,0.4658792650918635,0.627763041556145,10,0.34,True,False
954,951738,975076,1394226,9431768686,1.0,0.9997488839991133,0.49394388871992834,0.40569164744216024,0.44548909398054376,10,0.36,True,True
955,704,24,820,7221108,1.0,0.9998831454800007,0.967032967032967,0.46194225721784776,0.6252220248667851,10,0.36,True,False
956,951506,950452,1394458,9431793310,1.0,0.9997514692421484,0.5002770828798533,0.40559275419401153,0.447986568491606,10,0.38,True,True
957,700,18,824,7221114,1.0,0.9998834223864462,0.9749303621169917,0.45931758530183725,0.6244424620874219,10,0.38,True,False
958,942170,950452,1403794,9431793310,1.0,0.9997504797444043,0.49781203008313335,0.4016131534840262,0.44456807057825415,10,0.4,True,True
959,670,18,854,7221114,1.0,0.9998792687897637,0.9738372093023255,0.43963254593175854,0.6057866184448464,10,0.4,True,False
960,934956,950452,1411008,9431793310,1.0,0.9997497151517815,0.4958905446460395,0.39853808498340126,0.4419162389882052,10,0.42,True,True
961,650,18,874,7221114,1.0,0.9998764997253088,0.9730538922155688,0.42650918635170604,0.593065693430657,10,0.42,True,False
962,934528,950412,1411436,9431793350,1.0,0.9997496740286962,0.4957866032871073,0.3983556439911269,0.44176280057406175,10,0.44,True,True
963,640,16,884,7221116,1.0,0.9998753920995268,0.975609756097561,0.4199475065616798,0.5871559633027523,10,0.44,True,False
964,873168,942868,1472796,9431800894,1.0,0.9997439702143645,0.48080985178707913,0.3722000849117889,0.41959058145122535,10,0.46,True,True
965,634,12,890,7221120,1.0,0.9998751151930814,0.9814241486068112,0.41601049868766404,0.584331797235023,10,0.46,True,False
966,869332,942868,1476632,9431800894,1.0,0.9997435636469537,0.4797108486921973,0.37056493620532965,0.4181326181458932,10,0.48,True,True
967,622,12,902,7221120,1.0,0.9998734537544084,0.9810725552050473,0.40813648293963256,0.5764596848934198,10,0.48,True,False
968,848068,942868,1497896,9431800894,1.0,0.9997413099322973,0.4735333925947103,0.3615008584956973,0.4100016920882787,10,0.5,True,True
969,604,12,920,7221120,1.0,0.9998709615963989,0.9805194805194806,0.3963254593175853,0.5644859813084112,10,0.5,True,False
970,837434,942868,1508530,9431800894,1.0,0.9997401828629944,0.4703887317994363,0.3569679671128798,0.40590403042363243,10,0.52,True,True
971,596,12,928,7221120,1.0,0.9998698539706169,0.9802631578947368,0.3910761154855643,0.5590994371482176,10,0.52,True,False
972,834290,942868,1511674,9431800894,1.0,0.9997398496388183,0.4694517876294623,0.3556277930948642,0.40468848605498453,10,0.54,True,True
973,580,12,944,7221120,1.0,0.9998676387190529,0.9797297297297297,0.3805774278215223,0.5482041587901701,10,0.54,True,False
974,684832,942868,1661132,9431800894,1.0,0.9997240089839502,0.42073600786385695,0.2919192280870465,0.3446854087310854,10,0.56,True,True
975,554,12,970,7221120,1.0,0.9998640389352614,0.9787985865724381,0.36351706036745407,0.5301435406698565,10,0.56,True,False
976,680258,942868,1665706,9431800894,1.0,0.9997235241978875,0.41910363089495206,0.2899694965481141,0.34277781556981574,10,0.58,True,True
977,528,12,996,7221120,1.0,0.99986043915147,0.9777777777777777,0.3464566929133858,0.5116279069767442,10,0.58,True,False
978,676316,942866,1669648,9431800896,1.0,0.9997231066077941,0.41768991997193644,0.2882891638575869,0.34113044008972176,10,0.6,True,True
979,516,10,1008,7221122,1.0,0.9998590546192425,0.9809885931558935,0.33858267716535434,0.5034146341463415,10,0.6,True,False
980,672918,941326,1673046,9431802436,1.0,0.9997229096833287,0.416862630432574,0.28684071878340844,0.339839725590171,10,0.62,True,True
981,494,6,1030,7221126,1.0,0.9998565624612331,0.988,0.3241469816272966,0.48814229249011865,10,0.62,True,False
982,663260,941326,1682704,9431802436,1.0,0.9997218860576631,0.4133527277441035,0.2827238610652167,0.3357810937717533,10,0.64,True,True
983,466,6,1058,7221126,1.0,0.9998526857709962,0.9872881355932204,0.30577427821522307,0.46693386773547096,10,0.64,True,False
984,645650,941326,1700314,9431802436,1.0,0.9997200196207228,0.40684295162623757,0.2752173520139269,0.32832944311380285,10,0.66,True,True
985,444,6,1080,7221126,1.0,0.9998496398000957,0.9866666666666667,0.29133858267716534,0.4498480243161094,10,0.66,True,False
