,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,max_epochs,warmup_frac,calibration_frac,transformer_lr,score_lr,use_counts,batch_size,score_decay,seed,fold,threshold,half,alpha
526,1382813422,85344506,17602510,1036144664390,1.0,0.9999007864326867,0.9418696692144961,0.987430512894222,0.964112126434841,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.32,False,220.6482696533203
527,1380938044,45714142,19477888,1036184294754,1.0,0.9999371722065582,0.9679570518668802,0.9860913550360837,0.9769400568790964,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.34,False,220.6482696533203
528,1377146926,35706110,23269006,1036194302786,1.0,0.9999431636596336,0.9747276545470792,0.9833842178824912,0.9790368014324893,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.36,False,220.6482696533203
529,1376338652,29490630,24077280,1036200518266,1.0,0.9999483747693608,0.9790226093754106,0.9828070507841095,0.9809111799165815,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.38,False,220.6482696533203
530,1373984242,21817894,26431690,1036208191002,1.0,0.999953500222386,0.9843689206103923,0.9811258288369715,0.9827446991519834,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.4,False,220.6482696533203
531,1373741400,12739884,26674532,1036217269012,1.0,0.9999620149765688,0.9908113552292279,0.9809524217837876,0.98585724088649,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.42,False,220.6482696533203
532,1372330848,10005484,28085084,1036220003412,1.0,0.9999632908142547,0.9927619033310628,0.9799451838855544,0.9863119083603772,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.44,False,220.6482696533203
533,1370313392,7550764,30102540,1036222458132,1.0,0.9999637122205566,0.9945199503397198,0.9785045718831482,0.9864472613245032,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.46,False,220.6482696533203
534,1369791724,7045628,30624208,1036222963268,1.0,0.9999636962881016,0.9948827448719593,0.9781320625535415,0.9864362979721658,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.48,False,220.6482696533203
535,1366132858,6859536,34283074,1036223149360,1.0,0.9999603494567858,0.9950039519301226,0.9755193630573463,0.9851653254177185,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.5,False,220.6482696533203
536,1364169910,6606876,36246022,1036223402020,1.0,0.9999587011936286,0.9951801955887514,0.9741176737769361,0.9845362981355813,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.52,False,220.6482696533203
537,1363409802,6283100,37006130,1036223725796,1.0,0.9999582806855272,0.9954127673503852,0.9735749007459878,0.9843727331328382,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.54,False,220.6482696533203
538,1362747048,5978960,37668884,1036224029936,1.0,0.9999579350769257,0.9956317334769312,0.9731016456330918,0.9842377729470957,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.56,False,220.6482696533203
539,1361539316,5415756,38876616,1036224593140,1.0,0.9999573139232041,0.996038087782888,0.9722392361357397,0.9839947835198175,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.58,False,220.6482696533203
540,1359498128,3996452,40917804,1036226012444,1.0,0.9999567145922813,0.9970689637798194,0.9707816777394389,0.9837497430524625,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.6,False,220.6482696533203
541,1358542594,3712470,41873338,1036226296426,1.0,0.9999560673946049,0.9972747614612648,0.9700993561675646,0.9834993714177322,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.62,False,220.6482696533203
542,1356502666,3313610,43913266,1036226695286,1.0,0.9999544858411338,0.9975631928676812,0.9686426975039584,0.9828902525435643,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.64,False,220.6482696533203
543,1312657896,3244278,87758036,1036226764618,1.0,0.9999122979513491,0.997534559890468,0.9373343061909696,0.9664979172362077,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.66,False,220.6482696533203
544,1308764346,3103174,91651586,1036226905722,1.0,0.9999086815905425,0.9976345370605715,0.934554025053751,0.9650645805731959,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.68,False,220.6482696533203
545,1305767178,3094128,94648754,1036226914768,1.0,0.9999058018349681,0.9976360153777821,0.9324138266087649,0.9639228940364353,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.7000000000000001,False,220.6482696533203
546,1281909214,2772068,118506718,1036227236828,1.0,0.9998831194777079,0.9978422134432562,0.9153774851513186,0.9548326275236304,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.72,False,220.6482696533203
547,1277896004,2750216,122519928,1036227258680,1.0,0.9998792728692195,0.9978524779466417,0.9125117579710597,0.9532759268909332,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.74,False,220.6482696533203
548,1249713182,2660538,150702750,1036227348358,1.0,0.9998521985435948,0.9978756037774411,0.8923871497343119,0.9421879198434087,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.76,False,220.6482696533203
549,1147708550,2431978,252707382,1036227576918,1.0,0.9997541134551424,0.9978854949105836,0.8195483383003958,0.899967178142765,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.78,False,220.6482696533203
550,1132025138,497132,268390794,1036229511764,1.0,0.999740863490925,0.9995610399784898,0.8083492283491102,0.8938434716695074,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.8,False,220.6482696533203
551,1098841992,460330,301573940,1036229548566,1.0,0.999708919223287,0.9995812525901314,0.78465402091698,0.8791726749537909,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.8200000000000001,False,220.6482696533203
552,1088097758,310618,312318174,1036229698278,1.0,0.9996987089193613,0.9997146126335948,0.7769818474187424,0.8743869581331651,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.84,False,220.6482696533203
553,1069509124,279252,330906808,1036229729644,1.0,0.9996808246442321,0.9997389651951125,0.7637081952306723,0.8659276647978383,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.86,False,220.6482696533203
554,984627104,264268,415788828,1036229744628,1.0,0.9995990353732458,0.9997316780230663,0.7030961884258254,0.825576731642792,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.88,False,220.6482696533203
555,942823166,256376,457592766,1036229752520,1.0,0.9995587550913652,0.999728150183964,0.6732451012989475,0.8046298159823115,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.9,False,220.6482696533203
556,695849740,199484,704566192,1036229809412,1.0,0.9993207931657201,0.9997134053266324,0.4968879060139113,0.6638314383699684,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.92,False,220.6482696533203
557,680798056,193698,719617876,1036229815198,1.0,0.9993062929181945,0.9997155648378085,0.4861398963290286,0.6541707908346794,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.9400000000000001,False,220.6482696533203
558,654145240,179996,746270692,1036229828900,1.0,0.9992806198911103,0.9997249135596536,0.46710782493439956,0.6367178992541604,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.96,False,220.6482696533203
559,597188494,44904,803227438,1036229963992,1.0,0.9992258589158726,0.99992481331394,0.42643651814723854,0.5978912164729132,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.98,False,220.6482696533203
560,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,1.0,False,220.6482696533203
561,1400415932,1036230008896,0,0,1.0,0.0013496288259204968,0.0013496288259204968,1.0,0.0026956195659710437,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.0,True,220.625
562,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.02,True,220.625
563,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.04,True,220.625
564,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.06,True,220.625
565,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.08,True,220.625
566,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.1,True,220.625
567,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.12,True,220.625
568,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.14,True,220.625
569,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.16,True,220.625
570,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.18,True,220.625
571,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.2,True,220.625
572,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.22,True,220.625
573,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.24,True,220.625
574,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.26,True,220.625
575,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.28,True,220.625
576,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.3,True,220.625
577,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.32,True,220.625
578,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.34,True,220.625
579,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.36,True,220.625
580,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.38,True,220.625
581,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.4,True,220.625
582,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.42,True,220.625
583,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.44,True,220.625
584,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.46,True,220.625
585,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.48,True,220.625
586,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.5,True,220.625
587,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.52,True,220.625
588,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.54,True,220.625
589,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.56,True,220.625
590,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.58,True,220.625
591,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.6,True,220.625
592,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.62,True,220.625
593,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.64,True,220.625
594,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.66,True,220.625
595,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.68,True,220.625
596,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.7000000000000001,True,220.625
597,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.72,True,220.625
598,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.74,True,220.625
599,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.76,True,220.625
600,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.78,True,220.625
601,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.8,True,220.625
602,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.8200000000000001,True,220.625
603,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.84,True,220.625
604,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.86,True,220.625
605,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.88,True,220.625
606,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.9,True,220.625
607,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.92,True,220.625
608,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.9400000000000001,True,220.625
609,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.96,True,220.625
610,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,0.98,True,220.625
611,0,0,1400415932,1036230008896,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,0,1.0,True,220.625
612,1339597554,1176442561586,0,0,1.0,0.0011373899185042463,0.0011373899185042463,1.0,0.002272195464793965,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.0,False,210.59844970703125
613,1339597512,1172411904964,42,4030656622,1.0,0.004559632774469333,0.00114129567389192,0.9999999686473001,0.0022799892058850586,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.02,False,210.59844970703125
614,1339597512,1166621317490,42,9821244096,1.0,0.00947615101942917,0.0011469540588160058,0.9999999686473001,0.0022912801245109247,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.04,False,210.59844970703125
615,1339597512,1151147807234,42,25294754352,1.0,0.022613988212767656,0.0011623532773403608,0.9999999686473001,0.002322007561496986,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.06,False,210.59844970703125
616,1339533602,1134472999050,63952,41969562536,1.0,0.036771737287669304,0.0011793615262127221,0.9999522602890629,0.002355944409579284,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.08,False,210.59844970703125
617,1339436308,1105029768846,161246,71412792740,1.0,0.061770530724563406,0.0012106594270341775,0.99987963101342,0.002418390654160189,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.1,False,210.59844970703125
618,1339140760,1062448792436,456794,113993769150,1.0,0.09792380451255474,0.0012588418407574352,0.9996590065436921,0.0025145172222842765,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.12,False,210.59844970703125
619,1338667612,953823286730,929942,222619274856,1.0,0.19015226264891882,0.0014015085147755834,0.9993058049432658,0.002799091354000339,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.14,False,210.59844970703125
620,1338289154,803178189144,1308400,373264372442,1.0,0.31805768043687266,0.0016634701589098911,0.999023288751093,0.0033214098499786807,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.16,False,210.59844970703125
621,1311759038,555892624550,27838516,620549937036,1.0,0.5279938155355272,0.002354179322052717,0.9792187467669861,0.004697066237534151,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.18,False,210.59844970703125
622,1309625998,348806757258,29971556,827635804328,1.0,0.7038189735623813,0.003740544746352017,0.977626447651755,0.007452574828754982,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.2,False,210.59844970703125
623,1304971750,154395954682,34625804,1022046606904,1.0,0.8688801835827068,0.008381271582028296,0.974152084783517,0.01661955420011636,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.22,False,210.59844970703125
624,1270173088,41214235124,69424466,1135228326462,1.0,0.9649479665915939,0.029897393925360866,0.9481751323054446,0.05796700077040603,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.24,False,210.59844970703125
625,1216395198,3545696424,123202356,1172896865162,1.0,0.9968849088504796,0.25543296823195816,0.9080303217693095,0.3987076899244532,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.26,False,210.59844970703125
626,1215283364,440998638,124314190,1176001562948,1.0,0.9995200191957291,0.7337418160268097,0.9072003456345517,0.8113032191605235,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.28,False,210.59844970703125
627,1215036524,171756038,124561030,1176270805548,1.0,0.9997484109725211,0.8761487170422249,0.9070160813387093,0.8913152353872458,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.3,False,210.59844970703125
628,1210968900,89915700,128628654,1176352645886,1.0,0.9998144441632911,0.930881109669528,0.9039796290938883,0.9172331637731644,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.32,False,210.59844970703125
629,1199458610,68328788,140138944,1176374232798,1.0,0.999822999753917,0.9461039066110042,0.8953872798725638,0.920047198308752,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.34,False,210.59844970703125
630,1198500074,42354354,141097480,1176400207232,1.0,0.9998442395883005,0.9658667825618623,0.8946717395991901,0.9289070925250026,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.36,False,210.59844970703125
631,1198204486,33439448,141393068,1176409122138,1.0,0.9998515578499443,0.9728497440884567,0.8944510852697481,0.9320046301306414,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.38,False,210.59844970703125
632,1197967680,22519356,141629874,1176420042230,1.0,0.9998606285307294,0.9815488773450601,0.894274311283193,0.9358813257026012,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.4,False,210.59844970703125
633,1170725412,18532924,168872142,1176424028662,1.0,0.9998408830830509,0.9844164018540039,0.8739381529208137,0.9258933390625118,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.42,False,210.59844970703125
634,1170400578,15235798,169196976,1176427325788,1.0,0.9998434067178139,0.9871496874518971,0.873695666661392,0.9269640836799622,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.44,False,210.59844970703125
635,1169271018,10044750,170326536,1176432516836,1.0,0.9998468551381932,0.9914825610980892,0.8728524581943212,0.9283932144767941,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.46,False,210.59844970703125
636,1153290520,8614488,186307034,1176433947098,1.0,0.9998345012101879,0.992585893045742,0.8609231306494308,0.922078224119764,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.48,False,210.59844970703125
637,1152657814,6405944,186939740,1176436155642,1.0,0.9998358391808709,0.9944731737527074,0.8604508201423604,0.9226202914851069,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.5,False,210.59844970703125
638,1152309530,6334936,187288024,1176436226650,1.0,0.9998356037587278,0.9945324591055354,0.8601908286255351,0.9224963160294614,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.52,False,210.59844970703125
639,1127551742,5932844,212045812,1176436628742,1.0,0.999814924471127,0.9947658361893242,0.8417093168266564,0.9118595163199876,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.54,False,210.59844970703125
640,1123835402,2911930,215762152,1176439649656,1.0,0.9998143340172858,0.9974156317771516,0.8389350955772199,0.9113367788741611,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.56,False,210.59844970703125
641,1117289256,2666242,222308298,1176439895344,1.0,0.9998089845917141,0.9976193321924297,0.8340484443733166,0.908530316182015,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.58,False,210.59844970703125
642,1112019614,2354092,227577940,1176440207494,1.0,0.9998047754160516,0.9978875201493672,0.8301146942822799,0.906302068101645,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.6,False,210.59844970703125
643,1109370298,1778752,230227256,1176440782834,1.0,0.9998030144995833,0.9983991778600719,0.828136998822857,0.9053325188245369,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.62,False,210.59844970703125
644,1105769652,1518780,233827902,1176441042806,1.0,0.9998001780888142,0.9986283790599557,0.8254491423175591,0.9038178798086426,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.64,False,210.59844970703125
645,1103541472,1392916,236056082,1176441168670,1.0,0.9997983931101713,0.998739367680898,0.8237858218722904,0.9028652504308328,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.66,False,210.59844970703125
646,1097083532,1344904,242514022,1176441216682,1.0,0.9997929507387189,0.9987756107217166,0.8189650158169817,0.8999768964727073,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.68,False,210.59844970703125
647,1074450552,1149562,265147002,1176441412024,1.0,0.9997738999848712,0.9989312366324276,0.8020696580041681,0.8897412963219208,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.7000000000000001,False,210.59844970703125
648,1058086840,1007542,281510714,1176441554044,1.0,0.9997601269013904,0.999048675909226,0.7898542639470959,0.8822198666865406,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.72,False,210.59844970703125
649,1054402660,1000628,285194894,1176441560958,1.0,0.9997570047060239,0.999051899864841,0.7871040499078128,0.8805029555810068,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.74,False,210.59844970703125
650,990439400,948660,349158154,1176441612926,1.0,0.9997027406033594,0.9990430992279653,0.7393559334611923,0.8498030996428105,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.76,False,210.59844970703125
651,979745614,776288,359851940,1176441785298,1.0,0.9996938073605536,0.9992082910147988,0.7313730986403398,0.8445648015806303,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.78,False,210.59844970703125
652,968415450,742540,371182104,1176441819046,1.0,0.9996842160996295,0.999233829770108,0.7229152121906607,0.8389068756254604,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.8,False,210.59844970703125
653,948552372,450102,391045182,1176442111484,1.0,0.9996675995803113,0.9995257104039963,0.7080875664244457,0.8289367826574194,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.8200000000000001,False,210.59844970703125
654,925274124,151034,414323430,1176442410552,1.0,0.9996480890283628,0.9998367950139518,0.6907105206613419,0.8170109015666241,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.84,False,210.59844970703125
655,767645724,95102,571951830,1176442466484,1.0,0.999514301581527,0.9998761274680474,0.57304204662649,0.7285452884885056,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.86,False,210.59844970703125
656,721714528,93842,617883026,1176442467744,1.0,0.999475304611125,0.9998699904241898,0.5387547370812832,0.7002158280398926,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.88,False,210.59844970703125
657,697780054,86518,641817500,1176442475068,1.0,0.999454989181982,0.9998760250118414,0.5208878232992056,0.6849495361372562,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.9,False,210.59844970703125
658,652873810,83246,686723744,1176442478340,1.0,0.9994168641589023,0.9998725092267017,0.48736563309669945,0.6553133417005821,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.92,False,210.59844970703125
659,618607988,19156,720989566,1176442542430,1.0,0.9993878250605134,0.999969034659753,0.46178644187043655,0.6318049084273167,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.9400000000000001,False,210.59844970703125
660,380001550,19144,959596004,1176442542442,1.0,0.9991852354524535,0.9999496237960136,0.28366844121604,0.44196036002986167,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.96,False,210.59844970703125
661,323762498,9436,1015835056,1176442552150,1.0,0.9991374937342048,0.9999708560285525,0.24168639083675125,0.38928512316200425,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.98,False,210.59844970703125
662,0,0,1339597554,1176442561586,1.0,0.0,0.0,0.0,0.0,1,0.1,0,1e-05,10,True,8,1e-08,1,1,1.0,False,210.59844970703125
663,1339597554,1176442561586,0,0,1.0,0.0011373899185042463,0.0011373899185042463,1.0,0.002272195464793965,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.0,True,210.625
664,1320482016,1129594596462,19115538,46847965124,1.0,0.04089758599771279,0.0011676226103352707,0.9857303875011405,0.0023324823362666867,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.02,True,210.625
665,1320482016,1124216249460,19115538,52226312126,1.0,0.04546409004963967,0.001173202063577573,0.9857303875011405,0.00234361479069607,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.04,True,210.625
666,1320482016,1110142428860,19115538,66300132726,1.0,0.057413515918237054,0.0011880576518376682,0.9857303875011405,0.0023732549234868373,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.06,True,210.625
667,1320424708,1096753227998,19172846,79689333588,1.0,0.06878161438202816,0.0012024919318900484,0.985687607488719,0.0024020534729552027,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.08,True,210.625
668,1320418128,1070683665828,19179426,105758895758,1.0,0.09091606037247822,0.0012317286358903424,0.9856826955657461,0.0024603827287498652,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.1,True,210.625
669,1319738328,1027486947128,19859226,148955614458,1.0,0.12759180602271047,0.001282785528765348,0.985175229724255,0.002562234800564123,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.12,True,210.625
670,1319672920,964243928726,19924634,212198632860,1.0,0.1812884531515642,0.0013667384704128744,0.9851264031197238,0.002729689840910395,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.14,True,210.625
671,1319270564,734886089832,20326990,441556471754,1.0,0.37602517484335274,0.0017919871750055895,0.9848260472413494,0.0035774648034118525,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.16,True,210.625
672,1292994140,515991483370,46603414,660451078216,1.0,0.561856084523471,0.00249958039766427,0.9652108845221137,0.004986248044271527,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.18,True,210.625
673,1290604924,308541914200,48992630,867900647386,1.0,0.7379898273757782,0.004165492142816291,0.9634273518537643,0.008295119355668453,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.2,True,210.625
674,1286085022,130074435718,53512532,1046368125868,1.0,0.8895144172119082,0.009790498810106955,0.9600532773143597,0.01938332894550479,1,0.1,0,1e-05,10,True,8,1e-08,1,1,0.22,True,210.625
